# index, name, _pos
40388,21783,"array([ 1.34508719, 12.74372505])"
40389,16899,"array([ 1.34680341, 12.7464247 ])"
40390,46022,"array([ 1.34655632, 12.7460834 ])"
40391,29875,"array([ 1.34770977, 12.74337506])"
40392,49346,"array([ 1.34713502, 12.74508816])"
40393,64115,"array([ 1.34439704, 12.74607505])"
40394,51807,"array([ 1.34647201, 12.74562988])"
40395,49632,"array([ 1.34598415, 12.74542731])"
40396,11800,"array([ 1.34953568, 12.74623802])"
40397,14797,"array([ 1.34898176, 12.7476229 ])"
40398,6273,"array([ 1.35065629, 12.73979241])"
40399,40247,"array([ 1.34809527, 12.74624152])"
40400,58646,"array([ 1.34757566, 12.74318759])"
40401,9808,"array([ 1.34947568, 12.74506532])"
40402,20373,"array([ 1.34922201, 12.74514589])"
40403,6277,"array([ 1.34147728, 12.7468141 ])"
40404,68331,"array([ 1.34412385, 12.74625749])"
40405,6280,"array([ 1.34851296, 12.74075949])"
40406,21180,"array([ 1.34651269, 12.74383358])"
40407,36169,"array([ 1.35016539, 12.74326665])"
40408,18459,"array([ 1.3515013 , 12.74682808])"
40409,6282,"array([ 1.34307754, 12.74602787])"
40410,16787,"array([ 1.3451769 , 12.74589934])"
40411,21077,"array([ 1.34693345, 12.74693399])"
40412,32262,"array([ 1.34580029, 12.74658084])"
40413,12669,"array([ 1.34648899, 12.74581485])"
40414,45153,"array([ 1.34647719, 12.74408813])"
40415,36149,"array([ 1.346559  , 12.74579911])"
40416,6285,"array([ 1.3502291 , 12.74862224])"
40417,6287,"array([ 1.3467325, 12.7443957])"
40418,19397,"array([ 1.34738808, 12.74906343])"
40419,6289,"array([ 1.34463865, 12.74644399])"
40420,6291,"array([ 1.35180205, 12.74347964])"
40421,31613,"array([ 1.35085067, 12.7441936 ])"
40422,6294,"array([ 1.34688666, 12.7433074 ])"
40423,6295,"array([ 1.34848483, 12.74221837])"
40424,54207,"array([ 1.35099049, 12.74695128])"
40425,64838,"array([ 1.34921926, 12.74300141])"
40426,6300,"array([ 1.35116659, 12.74752611])"
40427,6301,"array([ 1.35250303, 12.74578252])"
40428,6302,"array([ 1.34482891, 12.74696688])"
40429,23138,"array([ 1.34771638, 12.74366327])"
40430,6305,"array([ 1.34687665, 12.7400994 ])"
40431,49644,"array([ 1.35073608, 12.74258315])"
40432,10312,"array([ 1.34966198, 12.74566859])"
40433,64425,"array([ 1.35274355, 12.74196607])"
40434,6309,"array([ 1.34511112, 12.74823344])"
40435,23835,"array([ 1.3494406 , 12.74800558])"
40436,47071,"array([ 1.34585024, 12.74387597])"
40437,6312,"array([ 1.34650883, 12.74493437])"
40438,6313,"array([ 1.34378253, 12.74715838])"
40439,24622,"array([ 1.3512237 , 12.74112168])"
40440,58859,"array([ 1.34966771, 12.74348043])"
40441,23397,"array([ 1.35057897, 12.74075826])"
40442,6315,"array([ 1.34906979, 12.74256589])"
40443,6316,"array([ 1.35143665, 12.74633234])"
40444,59272,"array([ 1.34831426, 12.74314183])"
40445,36039,"array([ 1.3512312 , 12.74312261])"
40446,26924,"array([ 1.34978326, 12.74459627])"
40447,6318,"array([ 1.34830139, 12.74679266])"
40448,21782,"array([ 1.34652941, 12.74514953])"
40449,61758,"array([ 1.34851866, 12.74774903])"
40450,6319,"array([ 1.34636417, 12.74709996])"
40451,8733,"array([ 1.35330169, 12.74308295])"
40452,66644,"array([ 1.34926907, 12.74353788])"
40453,27265,"array([ 1.34947762, 12.74305176])"
40454,46952,"array([ 1.34900243, 12.74489622])"
40455,27744,"array([ 1.34877992, 12.74566834])"
40456,10749,"array([ 1.34868126, 12.74304202])"
40457,6323,"array([ 1.34412226, 12.74438844])"
40458,34066,"array([ 1.3461981 , 12.74396316])"
40459,6324,"array([ 1.35283568, 12.74296506])"
40460,6325,"array([ 1.35188369, 12.74480769])"
40461,6327,"array([ 1.35057883, 12.74670855])"
40462,6328,"array([ 1.34888426, 12.74079512])"
40463,60011,"array([ 1.34887063, 12.74016685])"
40464,46745,"array([ 1.35064678, 12.74543529])"
40465,64102,"array([ 1.34985328, 12.7411717 ])"
40466,47991,"array([ 1.34856618, 12.74098282])"
40467,50196,"array([ 1.35079325, 12.74193467])"
40468,16912,"array([ 1.35075981, 12.74070365])"
40469,57256,"array([ 1.34886364, 12.74310466])"
40470,38737,"array([ 1.35238025, 12.7445511 ])"
40471,6332,"array([ 1.34738038, 12.74807974])"
40472,26972,"array([ 1.3505425, 12.7439745])"
40473,6334,"array([ 1.34126264, 12.74653392])"
40474,54942,"array([ 1.35121166, 12.74291318])"
40475,40738,"array([ 1.35123868, 12.74228045])"
40476,6337,"array([ 1.34833864, 12.74715998])"
40477,6338,"array([ 1.35052071, 12.74934128])"
40478,6339,"array([ 1.34548834, 12.74095702])"
40479,63737,"array([ 1.35053065, 12.74281869])"
40480,29084,"array([ 1.35135568, 12.74040188])"
40481,24502,"array([ 1.34876373, 12.74347864])"
40482,6341,"array([ 1.35046532, 12.74391797])"
40483,6342,"array([ 1.34618072, 12.74371249])"
40484,65887,"array([ 1.3459939 , 12.74229924])"
40485,22451,"array([ 1.34754517, 12.741559  ])"
40486,64936,"array([ 1.34571378, 12.73978081])"
40487,20282,"array([ 1.34546798, 12.73994393])"
40488,44194,"array([ 1.34753189, 12.74203924])"
40489,57319,"array([ 1.35027868, 12.74590407])"
40490,51675,"array([ 1.34721409, 12.74705879])"
40491,6346,"array([ 1.3479513 , 12.74757128])"
40492,6349,"array([ 1.34514506, 12.74825473])"
40493,30334,"array([ 1.34837289, 12.74167641])"
40494,28935,"array([ 1.35238887, 12.74680317])"
40495,57848,"array([ 1.35100194, 12.7464804 ])"
40496,45927,"array([ 1.35164515, 12.74559261])"
40497,29209,"array([ 1.3489641 , 12.74682739])"
40498,45416,"array([ 1.35042637, 12.74597148])"
40499,19492,"array([ 1.35078565, 12.74478911])"
40500,59431,"array([ 1.34711447, 12.74250274])"
40501,30472,"array([ 1.34592907, 12.74421149])"
40502,31812,"array([ 1.34928294, 12.74315467])"
40503,40302,"array([ 1.34803233, 12.74144966])"
40504,10922,"array([ 1.34702384, 12.74448193])"
40505,56206,"array([ 1.35269888, 12.74593704])"
40506,56597,"array([ 1.34690907, 12.74345522])"
40507,42149,"array([ 1.34974214, 12.74458733])"
40508,34115,"array([ 1.34769294, 12.7468172 ])"
40509,10488,"array([ 1.35163968, 12.74604778])"
40510,6352,"array([ 1.34513805, 12.74086569])"
40511,6355,"array([ 1.35049276, 12.74862588])"
40512,40039,"array([ 1.35041853, 12.74295709])"
40513,57956,"array([ 1.35307509, 12.74133155])"
40514,6357,"array([ 1.34978884, 12.7424451 ])"
40515,49233,"array([ 1.34606898, 12.74260724])"
40516,67408,"array([ 1.34696571, 12.74222188])"
40517,8256,"array([ 1.35036693, 12.74697253])"
40518,6362,"array([ 1.34298994, 12.7440374 ])"
40519,6363,"array([ 1.34584729, 12.74437708])"
40520,6364,"array([ 1.35156799, 12.74393836])"
40521,6365,"array([ 1.34620116, 12.74244382])"
40522,65580,"array([ 1.34645036, 12.74636896])"
40523,6368,"array([ 1.35061965, 12.74244128])"
40524,6369,"array([ 1.34479882, 12.7440331 ])"
40525,6370,"array([ 1.35243938, 12.74308494])"
40526,6371,"array([ 1.35104819, 12.74116674])"
40527,6373,"array([ 1.35367255, 12.74654461])"
40528,6375,"array([ 1.43434528, 12.77293547])"
40529,25445,"array([ 1.43520274, 12.77321579])"
40530,67298,"array([ 1.34635649, 12.74595415])"
40531,10838,"array([ 1.34820896, 12.74673108])"
40532,57625,"array([ 1.34663511, 12.74528348])"
40533,8831,"array([ 1.34647491, 12.74634823])"
40534,61016,"array([ 1.3459629 , 12.74517784])"
40535,12063,"array([ 1.34832338, 12.74658773])"
40536,58921,"array([ 1.34636911, 12.74491576])"
40537,36147,"array([ 1.34843029, 12.74601074])"
40538,63986,"array([ 1.3463415 , 12.74408704])"
40539,47585,"array([ 1.34864297, 12.74589742])"
40540,39942,"array([ 1.34775952, 12.74627834])"
40541,50384,"array([ 1.34533278, 12.74532348])"
40542,43892,"array([ 1.34616808, 12.74410933])"
40543,8361,"array([ 1.34702871, 12.74603425])"
40544,38404,"array([ 1.3480722 , 12.74729147])"
40545,59527,"array([ 1.34549471, 12.74595695])"
40546,28764,"array([ 1.34873977, 12.74609707])"
40547,60347,"array([ 1.34747197, 12.7473638 ])"
40548,15624,"array([ 1.34627117, 12.74592682])"
40549,60271,"array([ 1.34666674, 12.74430066])"
40550,8129,"array([ 1.34810464, 12.74697536])"
40551,57771,"array([ 1.34731448, 12.74894384])"
40552,38302,"array([ 1.34577973, 12.74672462])"
40553,39669,"array([ 1.3468334 , 12.74455854])"
40554,57141,"array([ 1.34805626, 12.74680038])"
40555,61480,"array([ 1.34678771, 12.74408631])"
40556,49562,"array([ 1.34627754, 12.74763624])"
40557,13582,"array([ 1.34687682, 12.74448911])"
40558,16841,"array([ 1.34472142, 12.74405456])"
40559,65470,"array([ 1.34754215, 12.74706497])"
40560,57869,"array([ 1.3468174 , 12.74319646])"
40561,32546,"array([ 1.34660492, 12.74665472])"
40562,47442,"array([ 1.34547894, 12.74327936])"
40563,26693,"array([ 1.34808744, 12.74650211])"
40564,46354,"array([ 1.34613545, 12.74402828])"
40565,42012,"array([ 1.34772517, 12.74764666])"
40566,61598,"array([ 1.3461904 , 12.74416439])"
40567,43184,"array([ 1.34650728, 12.74419206])"
40568,45363,"array([ 1.35099852, 12.74594313])"
40569,34640,"array([ 1.34523142, 12.7447345 ])"
40570,66728,"array([ 1.34540036, 12.74472295])"
40571,67166,"array([ 1.34432025, 12.74516525])"
40572,45539,"array([ 1.34648053, 12.74510363])"
40573,51735,"array([ 1.34559239, 12.74350427])"
40574,17057,"array([ 1.34763001, 12.74717103])"
40575,8610,"array([ 1.35043434, 12.74282857])"
40576,25524,"array([ 1.34726027, 12.74269574])"
40577,47796,"array([ 1.34431851, 12.74476826])"
40578,6377,"array([ 1.34838854, 12.74090432])"
40579,6378,"array([ 1.35102512, 12.74487435])"
40580,6379,"array([ 1.34405149, 12.74230386])"
40581,6380,"array([ 1.35362102, 12.74503816])"
40582,29063,"array([ 1.34814663, 12.74601035])"
40583,68545,"array([ 1.34950212, 12.74299907])"
40584,6383,"array([ 1.34947086, 12.75008049])"
40585,43746,"array([ 1.34482138, 12.74442912])"
40586,34190,"array([ 1.34618084, 12.74456383])"
40587,56852,"array([ 1.34635324, 12.74767609])"
40588,38224,"array([ 1.34811698, 12.74842414])"
40589,16628,"array([ 1.34424507, 12.74658231])"
40590,53205,"array([ 1.34652297, 12.74660921])"
40591,22665,"array([ 1.34668976, 12.74717694])"
40592,11389,"array([ 1.35036273, 12.74048844])"
40593,6386,"array([ 1.35127054, 12.74794076])"
40594,6388,"array([ 1.35216667, 12.74349076])"
40595,6389,"array([ 1.34645185, 12.74865433])"
40596,6391,"array([ 1.34708933, 12.74940189])"
40597,42329,"array([ 1.34518293, 12.74471345])"
40598,31973,"array([ 1.34542487, 12.74774933])"
40599,53840,"array([ 1.34766991, 12.74741199])"
40600,18961,"array([ 1.34583455, 12.74625942])"
40601,6394,"array([ 1.35024547, 12.74134914])"
40602,6396,"array([ 1.35264437, 12.74609431])"
40603,49021,"array([ 1.35072231, 12.74529199])"
40604,15778,"array([ 1.35251944, 12.74613998])"
40605,24371,"array([ 1.35279584, 12.74507333])"
40606,30056,"array([ 1.35304148, 12.74517982])"
40607,55272,"array([ 1.35134648, 12.74551735])"
40608,32683,"array([ 1.34995698, 12.74314216])"
40609,31673,"array([ 1.34218619, 12.74657307])"
40610,26782,"array([ 1.35084185, 12.74921226])"
40611,49852,"array([ 1.35074727, 12.74728625])"
40612,36700,"array([ 1.34589123, 12.74510319])"
40613,12441,"array([ 1.34807621, 12.74136825])"
40614,64794,"array([ 1.34989852, 12.74479211])"
40615,31342,"array([ 1.35098899, 12.746429  ])"
40616,6402,"array([ 1.34743538, 12.74942869])"
40617,6403,"array([ 1.35123243, 12.74093796])"
40618,6405,"array([ 1.34696878, 12.74028358])"
40619,9810,"array([ 1.34457455, 12.74588332])"
40620,6408,"array([ 1.34858058, 12.74896415])"
40621,6410,"array([ 1.34507701, 12.74430572])"
40622,6411,"array([ 1.35408786, 12.74399011])"
40623,19099,"array([ 1.34835456, 12.74307251])"
40624,6413,"array([ 1.34747939, 12.73987517])"
40625,6415,"array([ 1.34465142, 12.74201515])"
40626,6416,"array([ 1.34592961, 12.74722926])"
40627,53984,"array([ 1.34973674, 12.74368507])"
40628,66354,"array([ 1.34818278, 12.74689035])"
40629,60035,"array([ 1.34895445, 12.74565568])"
40630,39028,"array([ 1.3500073 , 12.74947097])"
40631,13294,"array([ 1.35001123, 12.74711055])"
40632,6419,"array([ 1.34677832, 12.74689447])"
40633,14558,"array([ 1.34596354, 12.74569697])"
40634,23652,"array([ 1.34313054, 12.75011396])"
40635,6421,"array([ 1.35110103, 12.74576556])"
40636,62031,"array([ 1.34867945, 12.74562899])"
40637,29547,"array([ 1.34543048, 12.74162073])"
40638,25131,"array([ 1.34979129, 12.74496753])"
40639,12098,"array([ 1.34707424, 12.7440737 ])"
40640,48942,"array([ 1.34762701, 12.74279661])"
40641,28925,"array([ 1.34521309, 12.74438545])"
40642,26330,"array([ 1.34324109, 12.7450034 ])"
40643,19556,"array([ 1.34587479, 12.74475974])"
40644,55666,"array([ 1.34335149, 12.74450791])"
40645,12180,"array([ 1.34868958, 12.74556133])"
40646,23371,"array([ 1.34965917, 12.74627049])"
40647,65815,"array([ 1.3469779 , 12.74362987])"
40648,6428,"array([ 1.34392019, 12.74864128])"
40649,6429,"array([ 1.35219939, 12.74251326])"
40650,6430,"array([ 1.34351909, 12.7450954 ])"
40651,6431,"array([ 1.34825741, 12.74108314])"
40652,6433,"array([ 1.34377501, 12.75008312])"
40653,19772,"array([ 1.35050326, 12.74321363])"
40654,33105,"array([ 1.3494219 , 12.74337067])"
40655,37652,"array([ 1.3499033, 12.7441557])"
40656,43938,"array([ 1.34952487, 12.74473662])"
40657,35931,"array([ 1.35015586, 12.7431892 ])"
40658,59548,"array([ 1.35078975, 12.74090251])"
40659,46446,"array([ 1.35091039, 12.7447063 ])"
40660,41222,"array([ 1.35034279, 12.74312375])"
40661,64069,"array([ 1.34941083, 12.74605079])"
40662,6436,"array([ 1.3494926 , 12.74627933])"
40663,22852,"array([ 1.35070874, 12.74733113])"
40664,6437,"array([ 1.3505533 , 12.74008132])"
40665,6438,"array([ 1.34607325, 12.74082656])"
40666,6439,"array([ 1.35057189, 12.7433248 ])"
40667,6440,"array([ 1.34495692, 12.74641625])"
40668,6442,"array([ 1.34668505, 12.74048488])"
40669,22974,"array([ 1.34523796, 12.74505117])"
40670,7017,"array([ 1.34621926, 12.74510232])"
40671,6444,"array([ 1.34829262, 12.74022013])"
40672,6445,"array([ 1.34780979, 12.74007173])"
40673,12495,"array([ 1.34425744, 12.74185519])"
40674,36718,"array([ 1.34674414, 12.74212736])"
40675,22117,"array([ 1.34405912, 12.74397604])"
40676,56155,"array([ 1.34936035, 12.74278541])"
40677,36031,"array([ 1.34619252, 12.74756541])"
40678,6447,"array([ 1.34435247, 12.74172636])"
40679,6448,"array([ 1.35055884, 12.74657902])"
40680,15922,"array([ 1.34976173, 12.74368738])"
40681,6451,"array([ 1.34731789, 12.74838391])"
40682,6453,"array([ 1.34985523, 12.74540398])"
40683,34784,"array([ 1.35043985, 12.74263071])"
40684,6457,"array([ 1.34690755, 12.74797106])"
40685,66441,"array([ 1.34768703, 12.74813677])"
40686,54631,"array([ 1.34712635, 12.74787936])"
40687,17978,"array([ 1.34520182, 12.74506789])"
40688,36508,"array([ 1.35039628, 12.74560915])"
40689,64697,"array([ 1.34566727, 12.74617423])"
40690,44128,"array([ 1.34536535, 12.74678752])"
40691,12607,"array([ 1.34741015, 12.7466795 ])"
40692,26745,"array([ 1.3476604 , 12.74712596])"
40693,35896,"array([ 1.34669995, 12.7463007 ])"
40694,22605,"array([ 1.34610757, 12.74403454])"
40695,6461,"array([ 1.34404285, 12.74913198])"
40696,48389,"array([ 1.34579208, 12.74803708])"
40697,50873,"array([ 1.3476294 , 12.74696763])"
40698,26655,"array([ 1.34719401, 12.74690403])"
40699,48799,"array([ 1.34673561, 12.74423701])"
40700,12010,"array([ 1.34653686, 12.74560539])"
40701,11483,"array([ 1.34907127, 12.74671706])"
40702,6464,"array([ 1.34627616, 12.74348506])"
40703,15234,"array([ 1.34528262, 12.74278963])"
40704,27890,"array([ 1.34690243, 12.7416714 ])"
40705,64962,"array([ 1.34715011, 12.74712979])"
40706,36178,"array([ 1.34475506, 12.74446574])"
40707,6466,"array([ 1.34771645, 12.7532535 ])"
40708,15806,"array([ 1.34774099, 12.75118559])"
40709,21557,"array([ 1.35072322, 12.74481224])"
40710,17200,"array([ 1.34993093, 12.74556621])"
40711,27601,"array([ 1.34578441, 12.74607104])"
40712,25741,"array([ 1.34620783, 12.74719714])"
40713,12309,"array([ 1.34718535, 12.74699107])"
40714,58088,"array([ 1.34824019, 12.74729873])"
40715,56922,"array([ 1.3481753 , 12.74713073])"
40716,28563,"array([ 1.34650594, 12.74653838])"
40717,23187,"array([ 1.34770478, 12.74586637])"
40718,25362,"array([ 1.34542002, 12.74590115])"
40719,43554,"array([ 1.34623223, 12.74581356])"
40720,43920,"array([ 1.34471133, 12.74556215])"
40721,39399,"array([ 1.34785794, 12.74750313])"
40722,29973,"array([ 1.34700175, 12.74354191])"
40723,44066,"array([ 1.34614944, 12.74545614])"
40724,8704,"array([ 1.3493642 , 12.74661081])"
40725,68342,"array([ 1.3478993 , 12.74648696])"
40726,32015,"array([ 1.34891052, 12.74839299])"
40727,21328,"array([ 1.34966765, 12.74893733])"
40728,30626,"array([ 1.34965934, 12.74710226])"
40729,6978,"array([ 1.34941294, 12.74891752])"
40730,60196,"array([ 1.34793318, 12.74565099])"
40731,11440,"array([ 1.34779011, 12.74732185])"
40732,66005,"array([ 1.34561508, 12.74772518])"
40733,42274,"array([ 1.34970608, 12.74562326])"
40734,6475,"array([ 1.34431634, 12.74248536])"
40735,6476,"array([ 1.35297   , 12.74334466])"
40736,12141,"array([ 1.34636494, 12.74774368])"
40737,6478,"array([ 1.34689212, 12.74301753])"
40738,6479,"array([ 1.34540329, 12.74343516])"
40739,6480,"array([ 1.34721283, 12.74265283])"
40740,63027,"array([ 1.34841109, 12.74727065])"
40741,39168,"array([ 1.34899547, 12.74720641])"
40742,69299,"array([ 1.34945819, 12.7477026 ])"
40743,41886,"array([ 1.34717598, 12.74869038])"
40744,22330,"array([ 1.34925218, 12.74617919])"
40745,35214,"array([ 1.34717603, 12.74670054])"
40746,16626,"array([ 1.34889342, 12.74765752])"
40747,50149,"array([ 1.35038073, 12.74817714])"
40748,14624,"array([ 1.34716431, 12.74396958])"
40749,39744,"array([ 1.3510884 , 12.74781501])"
40750,13562,"array([ 1.34622598, 12.74574801])"
40751,26751,"array([ 1.34991423, 12.74408556])"
40752,62780,"array([ 1.34926289, 12.74750899])"
40753,22628,"array([ 1.34543817, 12.74387998])"
40754,18169,"array([ 1.3493184 , 12.74754179])"
40755,6482,"array([ 1.34936565, 12.74587096])"
40756,64227,"array([ 1.35113537, 12.74483308])"
40757,27034,"array([ 1.34835103, 12.74207353])"
40758,14034,"array([ 1.35016556, 12.74491888])"
40759,28787,"array([ 1.34787335, 12.7422261 ])"
40760,42747,"array([ 1.34914199, 12.74592365])"
40761,60760,"array([ 1.3498619 , 12.74315629])"
40762,31295,"array([ 1.34517792, 12.74784296])"
40763,34887,"array([ 1.34829673, 12.74711263])"
40764,52894,"array([ 1.34581042, 12.74612293])"
40765,6485,"array([ 1.34427206, 12.74192662])"
40766,6486,"array([ 1.35188185, 12.7448485 ])"
40767,6487,"array([ 1.34673081, 12.74871496])"
40768,6489,"array([ 1.35212469, 12.74021279])"
40769,11194,"array([ 1.34622297, 12.7440547 ])"
40770,61875,"array([ 1.34773741, 12.74278612])"
40771,43324,"array([ 1.35083611, 12.74332957])"
40772,6492,"array([ 1.34839729, 12.74851112])"
40773,63199,"array([ 1.34972773, 12.74364044])"
40774,6495,"array([ 1.3490367 , 12.74842464])"
40775,6496,"array([ 1.34985871, 12.74804235])"
40776,30451,"array([ 1.34759091, 12.74686108])"
40777,48998,"array([ 1.34742093, 12.74678076])"
40778,19113,"array([ 1.34671363, 12.74701358])"
40779,6498,"array([ 1.34708493, 12.74740509])"
40780,51937,"array([ 1.34618253, 12.74987587])"
40781,6501,"array([ 1.34257842, 12.74717261])"
40782,69162,"array([ 1.34936993, 12.746478  ])"
40783,6504,"array([ 1.34377226, 12.7448872 ])"
40784,6505,"array([ 1.34295428, 12.74798812])"
40785,67622,"array([ 1.35130279, 12.74425287])"
40786,6507,"array([ 1.34403909, 12.74933672])"
40787,6509,"array([ 1.3472844 , 12.73982731])"
40788,23546,"array([ 1.34632263, 12.7479676 ])"
40789,18523,"array([ 1.34440615, 12.7449482 ])"
40790,53843,"array([ 1.34550793, 12.74819497])"
40791,68785,"array([ 1.34549147, 12.74651316])"
40792,19109,"array([ 1.34463444, 12.74683089])"
40793,6512,"array([ 1.34826399, 12.74055679])"
40794,7506,"array([ 1.34837615, 12.74693873])"
40795,13043,"array([ 1.3483695 , 12.74525387])"
40796,25361,"array([ 1.34820823, 12.74597904])"
40797,19892,"array([ 1.3504886 , 12.74460393])"
40798,42084,"array([ 1.34941671, 12.74306843])"
40799,6517,"array([ 1.3437025 , 12.74111234])"
40800,41700,"array([ 1.35042654, 12.74642209])"
40801,6519,"array([ 1.35103104, 12.74200612])"
40802,12367,"array([ 1.3462853 , 12.74401248])"
40803,7586,"array([ 1.35028986, 12.74492953])"
40804,31869,"array([ 1.34655903, 12.74553178])"
40805,49672,"array([ 1.3509921 , 12.74398189])"
40806,6521,"array([ 1.34780103, 12.74024115])"
40807,17644,"array([ 1.34900365, 12.74259555])"
40808,6524,"array([ 1.34714118, 12.74154605])"
40809,6527,"array([ 1.34966906, 12.74544339])"
40810,6528,"array([ 1.35200381, 12.74127878])"
40811,6530,"array([ 1.34588928, 12.75026797])"
40812,25272,"array([ 1.34860787, 12.74868282])"
40813,63334,"array([ 1.34638914, 12.74431381])"
40814,50191,"array([ 1.34485548, 12.74511195])"
40815,6536,"array([ 1.35071884, 12.74791655])"
40816,6537,"array([ 1.34627971, 12.74432055])"
40817,36416,"array([ 1.34791688, 12.74794534])"
40818,53571,"array([ 1.34728294, 12.74311753])"
40819,6541,"array([ 1.34404405, 12.74149064])"
40820,6542,"array([ 1.34494024, 12.74528898])"
40821,6543,"array([ 1.34768167, 12.74132906])"
40822,19444,"array([ 1.34775631, 12.74301164])"
40823,22780,"array([ 1.34860883, 12.74339173])"
40824,38041,"array([ 1.34625436, 12.74446986])"
40825,11917,"array([ 1.34774462, 12.74767442])"
40826,31086,"array([ 1.35086035, 12.743375  ])"
40827,49042,"array([ 1.3469484 , 12.74572575])"
40828,51330,"array([ 1.34723606, 12.74383821])"
40829,39315,"array([ 1.34983554, 12.74141145])"
40830,18351,"array([ 1.34761988, 12.74711918])"
40831,62887,"array([ 1.34955463, 12.74317564])"
40832,19734,"array([ 1.34680861, 12.74510458])"
40833,19790,"array([ 1.3477729, 12.7421091])"
40834,56920,"array([ 1.34650457, 12.74210203])"
40835,55833,"array([ 1.34823276, 12.74032034])"
40836,27460,"array([ 1.34803314, 12.74252904])"
40837,18129,"array([ 1.3473337 , 12.74056946])"
40838,53739,"array([ 1.34834319, 12.74130764])"
40839,39836,"array([ 1.34767388, 12.74545796])"
40840,17808,"array([ 1.35042875, 12.74400284])"
40841,38491,"array([ 1.34728197, 12.74356625])"
40842,36221,"array([ 1.34899824, 12.74268956])"
40843,66854,"array([ 1.34717193, 12.74053677])"
40844,32098,"array([ 1.34663725, 12.74274071])"
40845,18907,"array([ 1.34601857, 12.7446091 ])"
40846,15868,"array([ 1.34623189, 12.74193353])"
40847,13532,"array([ 1.34851509, 12.74142534])"
40848,41048,"array([ 1.349336 , 12.7406011])"
40849,54152,"array([ 1.34495217, 12.74378196])"
40850,56355,"array([ 1.34654093, 12.74409611])"
40851,52047,"array([ 1.34559363, 12.74120558])"
40852,28062,"array([ 1.3509325 , 12.74557357])"
40853,23437,"array([ 1.34753019, 12.74213285])"
40854,6548,"array([ 1.34951466, 12.74568989])"
40855,39779,"array([ 1.34733963, 12.74320113])"
40856,6549,"array([ 1.3469122 , 12.74394815])"
40857,48609,"array([ 1.34833999, 12.74736261])"
40858,43960,"array([ 1.34689676, 12.74727084])"
40859,21902,"array([ 1.3494766 , 12.74658293])"
40860,58944,"array([ 1.34434868, 12.74565023])"
40861,64465,"array([ 1.34280717, 12.74486935])"
40862,6556,"array([ 1.35167619, 12.74152008])"
40863,6557,"array([ 1.35052221, 12.74489906])"
40864,67434,"array([ 1.35011517, 12.74450952])"
40865,26303,"array([ 1.34814247, 12.7417683 ])"
40866,45899,"array([ 1.3509716 , 12.74274539])"
40867,6560,"array([ 1.34792881, 12.74081368])"
40868,6561,"array([ 1.34784257, 12.75016256])"
40869,14375,"array([ 1.34801034, 12.74893252])"
40870,6563,"array([ 1.34862197, 12.74774135])"
40871,6564,"array([ 1.34710726, 12.74003974])"
40872,6565,"array([ 1.34800962, 12.75054866])"
40873,6566,"array([ 1.35179684, 12.74174446])"
40874,6567,"array([ 1.34617005, 12.74188897])"
40875,27443,"array([ 1.34660987, 12.74421698])"
40876,6568,"array([ 1.3522765 , 12.74391002])"
40877,6569,"array([ 1.35447253, 12.74542178])"
40878,68374,"array([ 1.34802549, 12.74092695])"
40879,40827,"array([ 1.34839472, 12.74234266])"
40880,6571,"array([ 1.35061894, 12.74532849])"
40881,6572,"array([ 1.34358583, 12.74365907])"
40882,6573,"array([ 1.34372985, 12.74461227])"
40883,6576,"array([ 1.34941187, 12.7469067 ])"
40884,67397,"array([ 1.34925609, 12.74555908])"
40885,65855,"array([ 1.34669197, 12.74771916])"
40886,67848,"array([ 1.34770263, 12.74619742])"
40887,65598,"array([ 1.35034863, 12.74730898])"
40888,6578,"array([ 1.34976757, 12.74514597])"
40889,6580,"array([ 1.34841641, 12.73965361])"
40890,11835,"array([ 1.34651712, 12.74151841])"
40891,6582,"array([ 1.34475344, 12.74985101])"
40892,6583,"array([ 1.34400963, 12.74730099])"
40893,23781,"array([ 1.34973989, 12.74652708])"
40894,31438,"array([ 1.3503896 , 12.74573994])"
40895,36130,"array([ 1.35084364, 12.74654146])"
40896,54385,"array([ 1.35036653, 12.74180743])"
40897,34763,"array([ 1.3494616 , 12.74535432])"
40898,32591,"array([ 1.35084022, 12.74340819])"
40899,26297,"array([ 1.34964995, 12.74266663])"
40900,51982,"array([ 1.34978268, 12.74320649])"
40901,19283,"array([ 1.35010472, 12.74454858])"
40902,20360,"array([ 1.35121311, 12.74483731])"
40903,54793,"array([ 1.35004161, 12.74306392])"
40904,35258,"array([ 1.35266325, 12.74278931])"
40905,6588,"array([ 1.34441346, 12.74334338])"
40906,6591,"array([ 1.34399384, 12.74254794])"
40907,6592,"array([ 1.34598917, 12.74805747])"
40908,26128,"array([ 1.34967727, 12.74598039])"
40909,6594,"array([ 1.34527429, 12.74458274])"
40910,6595,"array([ 1.34773735, 12.74033485])"
40911,6596,"array([ 1.34540156, 12.74297353])"
40912,6603,"array([ 1.34462464, 12.7417313 ])"
40913,6607,"array([ 1.3458493 , 12.74815956])"
40914,16242,"array([ 1.34911753, 12.74287216])"
40915,6612,"array([ 1.35033979, 12.74298969])"
40916,6613,"array([ 1.34532846, 12.74484894])"
40917,6614,"array([ 1.34981897, 12.74130708])"
40918,15513,"array([ 1.34800694, 12.7454378 ])"
40919,6616,"array([ 1.35205545, 12.7423534 ])"
40920,29649,"array([ 1.35176899, 12.74752554])"
