# index, _pos
13886,"array([13.13027432,  7.46110283])"
13887,"array([13.13145444,  7.46303185])"
13888,"array([13.13140839,  7.46328096])"
13889,"array([13.11932034,  7.46037824])"
13890,"array([13.12873693,  7.45832783])"
13891,"array([13.11968919,  7.46462164])"
13892,"array([13.11946024,  7.4545884 ])"
13893,"array([13.12030846,  7.456985  ])"
13894,"array([13.12010336,  7.45324468])"
13895,"array([13.13016759,  7.46236136])"
13896,"array([13.12801331,  7.45849366])"
13897,"array([13.12084757,  7.46277231])"
13898,"array([13.12070449,  7.46428942])"
13899,"array([13.12864421,  7.45866452])"
13900,"array([13.12929921,  7.46500529])"
13901,"array([13.11926732,  7.46048627])"
13902,"array([13.11608625,  7.45873551])"
13903,"array([13.11684072,  7.4590892 ])"
13904,"array([13.12549798,  7.46516179])"
13905,"array([13.12675033,  7.45608102])"
13906,"array([13.1248853 ,  7.46570968])"
13907,"array([13.11904898,  7.45820193])"
13908,"array([13.1297094 ,  7.45978687])"
13909,"array([13.12082717,  7.45639996])"
13910,"array([13.12739008,  7.45669417])"
13911,"array([13.09193725,  7.50784217])"
13912,"array([13.12480314,  7.45395189])"
13913,"array([13.12732304,  7.45590393])"
13914,"array([13.11707884,  7.46292129])"
13915,"array([13.12968601,  7.46282801])"
13916,"array([13.13108075,  7.46428902])"
13917,"array([13.11980831,  7.45516365])"
13918,"array([13.12724183,  7.46695339])"
13919,"array([13.12426247,  7.4535202 ])"
13920,"array([13.11806132,  7.46210873])"
13921,"array([13.12666605,  7.45423189])"
13922,"array([13.12781361,  7.46094382])"
13923,"array([13.12323646,  7.4602686 ])"
13924,"array([13.12782203,  7.46077596])"
13925,"array([13.12036219,  7.45570027])"
13926,"array([13.12002067,  7.45519947])"
13927,"array([13.12608129,  7.46737919])"
13928,"array([13.12217891,  7.46430637])"
13929,"array([13.12859833,  7.46252147])"
13930,"array([13.12577407,  7.45302652])"
13931,"array([13.12106147,  7.45946555])"
13932,"array([13.1183529 ,  7.46149816])"
13933,"array([13.11925002,  7.46034953])"
13934,"array([13.11958686,  7.45872898])"
13935,"array([13.12103928,  7.45895016])"
13936,"array([13.12228425,  7.46011493])"
13937,"array([13.12227601,  7.46171719])"
13938,"array([13.12157894,  7.46352065])"
13939,"array([13.12236323,  7.45555694])"
13940,"array([13.12732642,  7.45922122])"
13941,"array([13.12429023,  7.46696175])"
13942,"array([13.12229755,  7.46680298])"
13943,"array([13.12781448,  7.46147246])"
13944,"array([13.12290869,  7.45424556])"
13945,"array([13.12228393,  7.45455039])"
13946,"array([13.12542836,  7.45676921])"
13947,"array([13.11847552,  7.46081753])"
13948,"array([13.12658235,  7.45625068])"
13949,"array([13.12315208,  7.46241238])"
13950,"array([13.12710958,  7.45584618])"
13951,"array([13.12841835,  7.45722012])"
13952,"array([13.11790955,  7.45878923])"
13953,"array([13.117868  ,  7.45855245])"
13954,"array([13.12445438,  7.46580136])"
13955,"array([13.11988264,  7.45900115])"
13956,"array([13.12707231,  7.46319008])"
13957,"array([13.12799255,  7.46118266])"
13958,"array([13.12734412,  7.45524013])"
13959,"array([13.12400667,  7.46490137])"
13960,"array([13.1256737 ,  7.46551749])"
13961,"array([13.12759612,  7.46379   ])"
13962,"array([13.12436097,  7.46323411])"
13963,"array([13.11989771,  7.45996732])"
13964,"array([13.12073836,  7.46366405])"
13965,"array([13.11960555,  7.45846258])"
13966,"array([13.12470053,  7.4641924 ])"
13967,"array([13.11743825,  7.46095538])"
13968,"array([13.11630713,  7.45805292])"
13969,"array([13.11929493,  7.45719811])"
13970,"array([13.11975516,  7.45630169])"
13971,"array([13.12268976,  7.45547231])"
13972,"array([13.11816334,  7.45949141])"
13973,"array([13.11934333,  7.4598438 ])"
13974,"array([13.11384763,  7.45634073])"
13975,"array([13.12869725,  7.46396994])"
13976,"array([13.12802024,  7.45943581])"
13977,"array([13.12035081,  7.45640638])"
13978,"array([13.12005621,  7.45672282])"
13979,"array([13.12500236,  7.466333  ])"
13980,"array([13.12469179,  7.46524306])"
13981,"array([13.12543143,  7.46613829])"
13982,"array([13.12680619,  7.45601627])"
13983,"array([13.12317905,  7.45400985])"
13984,"array([13.12557116,  7.45683682])"
13985,"array([13.1266875 ,  7.45639951])"
13986,"array([13.12143829,  7.45860982])"
13987,"array([13.12364365,  7.45600342])"
13988,"array([13.12957841,  7.46601211])"
13989,"array([13.12854231,  7.45710017])"
13990,"array([13.12590126,  7.45376143])"
13991,"array([13.11977951,  7.46252498])"
13992,"array([13.12054446,  7.45267127])"
13993,"array([13.12787485,  7.45428038])"
13994,"array([13.12636707,  7.45527817])"
13995,"array([13.11940236,  7.45809999])"
13996,"array([13.11855089,  7.45759949])"
13997,"array([13.1225774,  7.4571584])"
13998,"array([13.12504624,  7.45319467])"
13999,"array([13.11387731,  7.45684463])"
14000,"array([13.1325991 ,  7.45346609])"
14001,"array([13.13303808,  7.46139683])"
14002,"array([13.12835157,  7.45441625])"
14003,"array([13.13137752,  7.45638709])"
14004,"array([13.11782935,  7.46846577])"
14005,"array([13.11785362,  7.46224516])"
14006,"array([13.128455  ,  7.45832275])"
14007,"array([13.11953222,  7.46076203])"
14008,"array([13.11922338,  7.46329746])"
14009,"array([13.11960987,  7.46424553])"
14010,"array([13.12970792,  7.46300688])"
14011,"array([13.12791724,  7.45862545])"
14012,"array([13.12391255,  7.46087978])"
14013,"array([13.12109216,  7.4607396 ])"
14014,"array([13.12559309,  7.46928981])"
14015,"array([13.11748006,  7.46086146])"
14016,"array([13.13275843,  7.45934433])"
14017,"array([13.11967091,  7.46585274])"
14018,"array([13.11859887,  7.46418245])"
14019,"array([13.08034318,  7.42129485])"
14020,"array([13.0805402 ,  7.42058744])"
14021,"array([13.12184248,  7.46416743])"
14022,"array([13.11874255,  7.4683422 ])"
14023,"array([13.12304995,  7.46375138])"
14024,"array([13.12576579,  7.46317926])"
14025,"array([13.12628694,  7.46202979])"
14026,"array([13.11734082,  7.4589399 ])"
14027,"array([13.13053753,  7.45642475])"
14028,"array([13.11849126,  7.4632438 ])"
14029,"array([13.12611751,  7.4532159 ])"
14030,"array([13.1169307,  7.4600028])"
14031,"array([13.11641995,  7.46145531])"
14032,"array([13.12263642,  7.46410083])"
14033,"array([13.11814276,  7.46176556])"
14034,"array([13.12043934,  7.46413023])"
14035,"array([13.12534323,  7.45533649])"
14036,"array([13.12902733,  7.45930872])"
14037,"array([13.12196669,  7.45404952])"
14038,"array([13.12382334,  7.45454098])"
14039,"array([13.12298655,  7.45354595])"
14040,"array([13.12775469,  7.46543028])"
14041,"array([13.1172838 ,  7.46079873])"
14042,"array([13.12520667,  7.46756174])"
14043,"array([13.12800175,  7.46555336])"
14044,"array([13.12124477,  7.45637209])"
14045,"array([13.12476142,  7.4661125 ])"
14046,"array([13.12033835,  7.4643977 ])"
14047,"array([13.12497879,  7.4634387 ])"
14048,"array([13.11902958,  7.45640705])"
14049,"array([13.1186356 ,  7.45729827])"
14050,"array([13.1180743 ,  7.46262517])"
14051,"array([13.11978452,  7.45498434])"
14052,"array([13.12425647,  7.45421137])"
14053,"array([13.12032507,  7.4547304 ])"
14054,"array([13.11809366,  7.45758339])"
14055,"array([13.11834195,  7.45693324])"
14056,"array([13.12487177,  7.45401255])"
14057,"array([13.12602612,  7.45453866])"
14058,"array([13.12609831,  7.45447384])"
14059,"array([13.12393964,  7.45284552])"
14060,"array([13.12624637,  7.45469902])"
14061,"array([13.12502703,  7.45372287])"
14062,"array([13.11577091,  7.46064434])"
14063,"array([13.12373328,  7.45319674])"
14064,"array([13.12686093,  7.46819899])"
14065,"array([13.12823092,  7.46521803])"
14066,"array([13.11712691,  7.45759258])"
14067,"array([13.12813942,  7.46275704])"
14068,"array([13.12177046,  7.46484435])"
14069,"array([13.12050289,  7.46271325])"
14070,"array([13.12008223,  7.46106935])"
14071,"array([13.11969686,  7.46176105])"
14072,"array([13.1248521 ,  7.45330432])"
14073,"array([13.12822313,  7.45926831])"
14074,"array([13.12959177,  7.46674185])"
14075,"array([13.12178664,  7.45531219])"
14076,"array([13.11811146,  7.46060405])"
14077,"array([13.11867015,  7.45964872])"
14078,"array([13.1190489 ,  7.46081819])"
14079,"array([13.11802268,  7.46409122])"
14080,"array([13.11789818,  7.46389918])"
14081,"array([13.1177138 ,  7.46382117])"
14082,"array([13.12682417,  7.45592769])"
14083,"array([13.12427331,  7.46617518])"
14084,"array([13.11986974,  7.45836637])"
14085,"array([13.11997022,  7.45820515])"
14086,"array([13.12730164,  7.45741424])"
14087,"array([13.12874202,  7.45951488])"
14088,"array([13.12981633,  7.45917944])"
14089,"array([13.12882687,  7.45972657])"
14090,"array([13.12887492,  7.46301012])"
14091,"array([13.12806227,  7.46435609])"
14092,"array([13.12699309,  7.46451197])"
14093,"array([13.12353559,  7.46517551])"
14094,"array([13.1183184 ,  7.45958024])"
14095,"array([13.12090935,  7.46358438])"
14096,"array([13.11947597,  7.46179218])"
14097,"array([13.12080287,  7.46463729])"
14098,"array([13.12509801,  7.46572974])"
14099,"array([13.12232112,  7.46565156])"
14100,"array([13.11924448,  7.46229132])"
14101,"array([13.12488634,  7.46510242])"
14102,"array([13.12311465,  7.46554367])"
14103,"array([13.1291933 ,  7.46377824])"
14104,"array([13.12394298,  7.46724852])"
14105,"array([13.12794102,  7.45545565])"
14106,"array([13.12754084,  7.46484681])"
14107,"array([13.12670247,  7.46531745])"
14108,"array([13.12853738,  7.45579306])"
14109,"array([13.11632152,  7.4589429 ])"
14110,"array([13.11806088,  7.45829637])"
14111,"array([13.12379545,  7.45351945])"
14112,"array([13.12541982,  7.45392424])"
14113,"array([13.12389372,  7.46446135])"
14114,"array([13.12280046,  7.45235268])"
14115,"array([13.12167377,  7.45508802])"
14116,"array([13.12608917,  7.45472899])"
14117,"array([13.12472225,  7.46497696])"
14118,"array([13.12452941,  7.46491408])"
14119,"array([13.11643894,  7.46269102])"
14120,"array([13.12334155,  7.45523876])"
14121,"array([13.12932649,  7.46160177])"
14122,"array([13.11913286,  7.45814672])"
14123,"array([13.12685743,  7.45506354])"
14124,"array([13.13117163,  7.46254089])"
14125,"array([13.12525047,  7.46156226])"
14126,"array([13.12793241,  7.4634353 ])"
14127,"array([13.12782343,  7.46461599])"
14128,"array([13.12909696,  7.4590071 ])"
14129,"array([13.12353033,  7.45236861])"
14130,"array([13.1235315 ,  7.45223747])"
14131,"array([13.12341288,  7.45233186])"
14132,"array([13.11756894,  7.45701988])"
14133,"array([13.11766114,  7.45694599])"
14134,"array([13.11765444,  7.45682476])"
14135,"array([13.12023124,  7.45827032])"
14136,"array([13.1178665 ,  7.45967108])"
14137,"array([13.11772178,  7.45969335])"
14138,"array([13.11696637,  7.45935255])"
14139,"array([13.11855924,  7.45724059])"
14140,"array([13.11701858,  7.45513148])"
14141,"array([13.11713112,  7.45495837])"
14142,"array([13.11723916,  7.4548103 ])"
14143,"array([13.12038826,  7.45953329])"
14144,"array([13.11905606,  7.46238701])"
14145,"array([13.13116954,  7.45765529])"
14146,"array([13.12786064,  7.45574032])"
14147,"array([13.1206347 ,  7.45491144])"
14148,"array([13.1240498 ,  7.45757137])"
14149,"array([13.12358359,  7.46765063])"
14150,"array([13.12763782,  7.46420602])"
14151,"array([13.12005022,  7.46547407])"
14152,"array([13.13053122,  7.45575785])"
14153,"array([13.12603621,  7.46231501])"
14154,"array([13.12633401,  7.4574073 ])"
14155,"array([13.12730074,  7.45989623])"
14156,"array([13.12280648,  7.46518945])"
14157,"array([13.12270823,  7.46524885])"
14158,"array([13.11992601,  7.45650298])"
14159,"array([13.11703439,  7.46253935])"
14160,"array([13.12076379,  7.46455464])"
14161,"array([13.11919247,  7.46710444])"
14162,"array([13.12249388,  7.46798258])"
14163,"array([13.12666824,  7.46207515])"
14164,"array([13.1174893 ,  7.45796314])"
14165,"array([13.12146316,  7.46250496])"
14166,"array([13.1170368 ,  7.45946531])"
14167,"array([13.12060028,  7.45754269])"
14168,"array([13.11730641,  7.45532818])"
14169,"array([13.11749951,  7.45508035])"
14170,"array([13.1249441 ,  7.46478587])"
14171,"array([13.11962303,  7.46070357])"
14172,"array([13.12981735,  7.45968145])"
14173,"array([13.12788271,  7.46142212])"
14174,"array([13.11790469,  7.46428008])"
14175,"array([13.11791545,  7.46416197])"
14176,"array([13.12460078,  7.4628628 ])"
14177,"array([13.13049805,  7.46105046])"
14178,"array([13.13049745,  7.46131622])"
14179,"array([13.1305155 ,  7.46120219])"
14180,"array([13.13056695,  7.46095201])"
14181,"array([13.1311775,  7.4596765])"
14182,"array([13.12656691,  7.46694722])"
14183,"array([13.12960211,  7.46450997])"
14184,"array([13.12663292,  7.46257018])"
14185,"array([13.11966045,  7.46022001])"
14186,"array([13.1189128 ,  7.46360746])"
14187,"array([13.12473814,  7.46117454])"
14188,"array([13.12607629,  7.46370266])"
14189,"array([13.12766246,  7.46522758])"
14190,"array([13.12098168,  7.46296789])"
14191,"array([13.12044917,  7.45686514])"
14192,"array([13.11827877,  7.45684108])"
14193,"array([13.12255592,  7.45998293])"
14194,"array([13.127689 ,  7.4640231])"
14195,"array([13.12522931,  7.46436602])"
14196,"array([13.12355837,  7.45512653])"
14197,"array([13.12282137,  7.46506244])"
14198,"array([13.12737914,  7.46536827])"
14199,"array([13.12530575,  7.46430738])"
14200,"array([13.12759811,  7.46089879])"
14201,"array([13.12871342,  7.46100603])"
14202,"array([13.12889143,  7.46090322])"
14203,"array([13.11842776,  7.4583614 ])"
14204,"array([13.11982806,  7.4602248 ])"
14205,"array([13.12090874,  7.45638146])"
14206,"array([13.11789373,  7.45894156])"
14207,"array([13.12374626,  7.46611513])"
14208,"array([13.12454343,  7.45511809])"
14209,"array([13.13307242,  7.46055746])"
14210,"array([13.11852519,  7.46798726])"
14211,"array([13.12809064,  7.45853943])"
14212,"array([13.12532783,  7.46497427])"
14213,"array([13.12853776,  7.4643789 ])"
14214,"array([13.12015201,  7.46255399])"
14215,"array([13.12775218,  7.45993135])"
14216,"array([13.1206921 ,  7.45767637])"
14217,"array([13.12224488,  7.46555752])"
14218,"array([13.1209729 ,  7.45747433])"
14219,"array([13.12619189,  7.46593586])"
14220,"array([13.12945587,  7.45634154])"
14221,"array([13.11846607,  7.45537309])"
14222,"array([13.12409152,  7.45559035])"
14223,"array([13.12316415,  7.46053736])"
14224,"array([13.12673452,  7.46430942])"
14225,"array([13.12057901,  7.46507101])"
14226,"array([13.11915003,  7.45787143])"
14227,"array([13.11792855,  7.45671   ])"
14228,"array([13.11803731,  7.45651555])"
14229,"array([13.11815545,  7.45647797])"
14230,"array([13.12552245,  7.46441473])"
14231,"array([13.12495124,  7.46535624])"
14232,"array([13.11786533,  7.45802618])"
14233,"array([13.11921269,  7.45780578])"
14234,"array([13.11886941,  7.45814269])"
14235,"array([13.12835719,  7.4640505 ])"
14236,"array([13.12659343,  7.45453018])"
14237,"array([13.11672073,  7.4540492 ])"
14238,"array([13.12112867,  7.45560643])"
14239,"array([13.12515082,  7.46356353])"
14240,"array([13.12163577,  7.45964165])"
14241,"array([13.12049505,  7.4618724 ])"
14242,"array([13.12134767,  7.46625189])"
14243,"array([13.12424603,  7.45460881])"
14244,"array([13.1204736 ,  7.46173257])"
14245,"array([13.12047564,  7.47122152])"
14246,"array([13.12082001,  7.45572489])"
14247,"array([13.12968586,  7.46645257])"
14248,"array([13.11902279,  7.4626579 ])"
14249,"array([13.1217898 ,  7.45591682])"
14250,"array([13.12352744,  7.4637295 ])"
14251,"array([13.12687173,  7.4567341 ])"
14252,"array([13.12854596,  7.45744247])"
14253,"array([13.11379941,  7.46030526])"
14254,"array([13.12555654,  7.46500905])"
14255,"array([13.1185787 ,  7.45978091])"
14256,"array([13.11900625,  7.46037347])"
14257,"array([13.11952994,  7.4587853 ])"
14258,"array([13.1182535 ,  7.46233338])"
14259,"array([13.12693595,  7.46369873])"
14260,"array([13.12749789,  7.46453255])"
14261,"array([13.11829636,  7.45789201])"
14262,"array([13.12862053,  7.46302727])"
14263,"array([13.12834597,  7.46304639])"
14264,"array([13.12837043,  7.46336798])"
14265,"array([13.11941897,  7.46407886])"
14266,"array([13.11786321,  7.4594037 ])"
14267,"array([13.11961253,  7.46125812])"
14268,"array([13.11586082,  7.46202629])"
14269,"array([13.12733861,  7.46126411])"
14270,"array([13.11839248,  7.4621323 ])"
14271,"array([13.12170979,  7.46522131])"
14272,"array([13.11872906,  7.46020618])"
14273,"array([13.12931574,  7.46149901])"
14274,"array([13.12735405,  7.46270315])"
14275,"array([13.11991595,  7.46429248])"
14276,"array([13.12854697,  7.45890036])"
14277,"array([13.11926078,  7.46373452])"
14278,"array([13.12779649,  7.46036583])"
14279,"array([13.12613788,  7.46321999])"
14280,"array([13.12884653,  7.45944258])"
14281,"array([13.12591699,  7.45498872])"
14282,"array([13.11959095,  7.45488266])"
14283,"array([13.12106428,  7.45389023])"
14284,"array([13.12267876,  7.45353145])"
14285,"array([13.12259873,  7.45328013])"
14286,"array([13.12269148,  7.45333099])"
14287,"array([13.13001961,  7.45712934])"
14288,"array([13.12099211,  7.45420068])"
14289,"array([13.12949601,  7.45607297])"
14290,"array([13.11938692,  7.45991792])"
14291,"array([13.12010923,  7.46230679])"
14292,"array([13.12311623,  7.45881419])"
14293,"array([13.12896605,  7.46018808])"
14294,"array([13.12250269,  7.46465879])"
14295,"array([13.12436088,  7.46520545])"
14296,"array([13.1239962 ,  7.46527338])"
14297,"array([13.12460516,  7.45298788])"
14298,"array([13.11411368,  7.46374414])"
14299,"array([13.12650191,  7.45401502])"
14300,"array([13.11981948,  7.45605982])"
14301,"array([13.12900555,  7.45992728])"
14302,"array([13.12754708,  7.46389392])"
14303,"array([13.1255356 ,  7.45849522])"
14304,"array([13.12500185,  7.45714255])"
14305,"array([13.12469014,  7.45471769])"
14306,"array([13.12365097,  7.45442811])"
14307,"array([13.12955978,  7.45901989])"
14308,"array([13.12354437,  7.45765927])"
14309,"array([13.12483049,  7.45811741])"
14310,"array([13.12708911,  7.45458061])"
14311,"array([13.12569322,  7.45689429])"
14312,"array([13.12670266,  7.45480175])"
14313,"array([13.12781499,  7.45779272])"
14314,"array([13.12422717,  7.45000043])"
14315,"array([13.12310937,  7.45169873])"
14316,"array([13.1192248 ,  7.46673902])"
14317,"array([13.12650103,  7.4564602 ])"
14318,"array([13.12806266,  7.45543746])"
14319,"array([13.12470688,  7.46284718])"
14320,"array([13.12677672,  7.45976804])"
14321,"array([13.12307522,  7.4547696 ])"
14322,"array([13.1210731 ,  7.45173772])"
14323,"array([13.12769903,  7.45374998])"
14324,"array([13.12642389,  7.45545229])"
14325,"array([13.12611547,  7.4540098 ])"
14326,"array([13.12840604,  7.45503658])"
14327,"array([13.12759066,  7.4569283 ])"
14328,"array([13.12118467,  7.4599709 ])"
14329,"array([13.12741949,  7.4542092 ])"
14330,"array([13.12706049,  7.45445554])"
14331,"array([13.12019544,  7.46532027])"
14332,"array([13.11984776,  7.46011881])"
14333,"array([13.07264875,  7.49024044])"
14334,"array([13.12542197,  7.45303039])"
14335,"array([13.12722401,  7.45775859])"
14336,"array([13.11938916,  7.46221346])"
14337,"array([13.12832217,  7.46389235])"
14338,"array([13.12272008,  7.46487386])"
14339,"array([13.11892189,  7.46190852])"
14340,"array([13.12756285,  7.46526875])"
14341,"array([13.11934781,  7.45861778])"
14342,"array([13.12528711,  7.465425  ])"
14343,"array([13.12689012,  7.45386176])"
14344,"array([13.12659944,  7.45595315])"
14345,"array([13.11963528,  7.46249217])"
14346,"array([13.12670948,  7.46785305])"
14347,"array([13.11671665,  7.46196163])"
14348,"array([13.13057617,  7.45998126])"
14349,"array([13.13048471,  7.45988321])"
14350,"array([13.13047811,  7.46002249])"
14351,"array([13.11959051,  7.45813086])"
14352,"array([13.1196046 ,  7.46107584])"
14353,"array([13.12756563,  7.46572492])"
14354,"array([13.12486586,  7.46632744])"
14355,"array([13.12785086,  7.46201452])"
14356,"array([13.12696547,  7.46486819])"
14357,"array([13.12723704,  7.46479265])"
14358,"array([13.12644326,  7.46538483])"
14359,"array([13.12121453,  7.46763787])"
14360,"array([13.12717273,  7.46177796])"
14361,"array([13.13043008,  7.46204863])"
14362,"array([13.11898493,  7.45778406])"
14363,"array([13.11945816,  7.45726188])"
14364,"array([13.13220262,  7.45412252])"
14365,"array([13.13235016,  7.45430535])"
14366,"array([13.12429237,  7.46474642])"
14367,"array([13.12068811,  7.464701  ])"
14368,"array([13.11789613,  7.46075046])"
14369,"array([13.11800193,  7.46087158])"
14370,"array([13.06935662,  7.4346568 ])"
14371,"array([13.11514782,  7.46299555])"
14372,"array([13.12245824,  7.46848462])"
14373,"array([13.12235167,  7.46836638])"
14374,"array([13.12886  ,  7.4667792])"
14375,"array([13.12867415,  7.46690349])"
14376,"array([13.12103509,  7.464214  ])"
14377,"array([13.12290443,  7.46574701])"
14378,"array([13.11727143,  7.4642477 ])"
14379,"array([13.12489167,  7.45437121])"
14380,"array([13.12442306,  7.45421801])"
14381,"array([13.11634595,  7.45942897])"
14382,"array([13.11693556,  7.46548458])"
14383,"array([13.12052117,  7.46482152])"
14384,"array([13.11744932,  7.46131978])"
14385,"array([13.12026017,  7.45521976])"
14386,"array([13.11667713,  7.46154832])"
14387,"array([13.11678651,  7.46173585])"
14388,"array([13.12911312,  7.46174508])"
14389,"array([13.13087426,  7.46427913])"
14390,"array([13.11777119,  7.46334828])"
14391,"array([13.11763726,  7.46305382])"
14392,"array([13.11779639,  7.46359603])"
14393,"array([13.1178958 ,  7.46368234])"
14394,"array([13.12020274,  7.46404454])"
14395,"array([13.11797301,  7.46375351])"
14396,"array([13.11790831,  7.46356675])"
14397,"array([13.12146888,  7.45424753])"
14398,"array([13.11801672,  7.46062252])"
14399,"array([13.12940097,  7.46020958])"
14400,"array([13.11800383,  7.4615945 ])"
14401,"array([13.11803151,  7.46186014])"
14402,"array([13.12421843,  7.45303391])"
14403,"array([13.12099541,  7.46546074])"
14404,"array([13.12114102,  7.46559744])"
14405,"array([13.12083636,  7.46559359])"
14406,"array([13.12120402,  7.46554011])"
14407,"array([13.12656924,  7.46435313])"
14408,"array([13.12980073,  7.46087777])"
14409,"array([13.12992804,  7.46085519])"
14410,"array([13.12800827,  7.46532836])"
14411,"array([13.13116852,  7.46139758])"
14412,"array([13.12780574,  7.45928266])"
14413,"array([13.11786592,  7.461784  ])"
14414,"array([13.1172204 ,  7.46324148])"
14415,"array([13.11910996,  7.4684986 ])"
14416,"array([13.11894342,  7.46838083])"
14417,"array([13.12686528,  7.45350973])"
14418,"array([13.12628139,  7.4544701 ])"
14419,"array([13.12024893,  7.46114834])"
14420,"array([13.12028937,  7.4670001 ])"
14421,"array([13.12339147,  7.46531541])"
14422,"array([13.12078347,  7.46686235])"
14423,"array([13.12038162,  7.46656276])"
14424,"array([13.11985752,  7.45490981])"
14425,"array([13.11924291,  7.45701589])"
14426,"array([13.11972276,  7.45621012])"
14427,"array([13.11946574,  7.45614906])"
14428,"array([13.11679748,  7.45653638])"
14429,"array([13.12144944,  7.45536417])"
14430,"array([13.12108304,  7.45413946])"
14431,"array([13.12130967,  7.45420947])"
14432,"array([13.12037226,  7.46387351])"
14433,"array([13.12329837,  7.46666634])"
14434,"array([13.11819289,  7.46120351])"
14435,"array([13.11683368,  7.4621157 ])"
14436,"array([13.12310571,  7.46739894])"
14437,"array([13.12139368,  7.46514318])"
14438,"array([13.11964836,  7.46402778])"
14439,"array([13.12338042,  7.46020759])"
14440,"array([13.11835324,  7.46268402])"
14441,"array([13.11731118,  7.46061964])"
14442,"array([13.12873812,  7.46179645])"
14443,"array([13.12869949,  7.46129286])"
14444,"array([13.12235219,  7.45744896])"
14445,"array([13.12655173,  7.46544584])"
14446,"array([13.12494677,  7.46613926])"
14447,"array([13.12077853,  7.45647617])"
14448,"array([13.12820225,  7.46255678])"
14449,"array([13.12834863,  7.46267602])"
14450,"array([13.1281539 ,  7.46293548])"
14451,"array([13.12810392,  7.46300657])"
14452,"array([13.12466129,  7.45669841])"
14453,"array([13.11960195,  7.45194157])"
14454,"array([13.12286634,  7.45562337])"
14455,"array([13.13017883,  7.46423758])"
14456,"array([13.11983794,  7.45507193])"
14457,"array([13.12158551,  7.46874701])"
14458,"array([13.12198094,  7.45713659])"
14459,"array([13.12582221,  7.46588468])"
14460,"array([13.12570133,  7.46589209])"
14461,"array([13.12566393,  7.46599209])"
14462,"array([13.11858168,  7.45969337])"
14463,"array([13.11928748,  7.45952257])"
14464,"array([13.12776272,  7.4555873 ])"
14465,"array([13.12785345,  7.45563394])"
14466,"array([13.12876719,  7.461576  ])"
14467,"array([13.12840233,  7.46224948])"
14468,"array([13.12722893,  7.46139067])"
14469,"array([13.12807813,  7.45685245])"
14470,"array([13.12107115,  7.4561272 ])"
14471,"array([13.12205583,  7.45552696])"
14472,"array([13.12910639,  7.46194904])"
14473,"array([13.12847304,  7.46317842])"
14474,"array([13.1284092 ,  7.46325729])"
14475,"array([13.12084595,  7.45725147])"
14476,"array([13.12544536,  7.45381998])"
14477,"array([13.11864773,  7.45901557])"
14478,"array([13.12632765,  7.46578113])"
14479,"array([13.12932254,  7.46087628])"
14480,"array([13.12259166,  7.46603154])"
14481,"array([13.11785328,  7.46159533])"
14482,"array([13.12667572,  7.45346747])"
14483,"array([13.13013817,  7.46386185])"
14484,"array([13.12142854,  7.45480494])"
14485,"array([13.12135222,  7.46692737])"
14486,"array([13.12198212,  7.46468209])"
14487,"array([13.12535175,  7.45647536])"
14488,"array([13.12435624,  7.46482844])"
14489,"array([13.11879491,  7.46659686])"
14490,"array([13.12893191,  7.46239779])"
14491,"array([13.11950494,  7.46265515])"
14492,"array([13.12833916,  7.46539521])"
14493,"array([13.12655581,  7.46173374])"
14494,"array([13.12076116,  7.46643235])"
14495,"array([13.11729986,  7.45869076])"
14496,"array([13.1175445,  7.4584435])"
14497,"array([13.11962206,  7.46320888])"
14498,"array([13.11885088,  7.46188261])"
14499,"array([13.12012575,  7.46597383])"
14500,"array([13.1301061 ,  7.46045594])"
14501,"array([13.128139  ,  7.45566267])"
14502,"array([13.12610613,  7.46564539])"
14503,"array([13.12437387,  7.45066956])"
14504,"array([13.11718283,  7.45980873])"
14505,"array([13.12419743,  7.46652816])"
14506,"array([13.11993747,  7.46525161])"
14507,"array([13.12318274,  7.46991638])"
14508,"array([13.12797277,  7.4572559 ])"
14509,"array([13.11911647,  7.45580864])"
14510,"array([13.11871736,  7.46436989])"
14511,"array([13.13015134,  7.46344018])"
14512,"array([13.1271537 ,  7.46311172])"
14513,"array([13.12688887,  7.46779998])"
14514,"array([13.12592286,  7.45796351])"
14515,"array([13.1218722 ,  7.45505848])"
14516,"array([13.12125642,  7.46513211])"
14517,"array([13.12844338,  7.45568533])"
14518,"array([13.1216621 ,  7.45556477])"
14519,"array([13.11738877,  7.45685321])"
14520,"array([13.12948656,  7.45749118])"
14521,"array([13.12532458,  7.46661452])"
14522,"array([13.12526868,  7.46673767])"
14523,"array([13.12651488,  7.46618296])"
14524,"array([13.11802227,  7.45979052])"
14525,"array([13.11856515,  7.46142466])"
14526,"array([13.1316156,  7.4584086])"
14527,"array([13.1221133 ,  7.45463664])"
14528,"array([13.11900217,  7.4573673 ])"
14529,"array([13.11856228,  7.46375707])"
14530,"array([13.12500319,  7.46813535])"
14531,"array([13.11870949,  7.45909058])"
14532,"array([13.11898805,  7.46787695])"
14533,"array([13.11976943,  7.45981258])"
14534,"array([13.12497657,  7.46693804])"
14535,"array([13.12609944,  7.45276205])"
14536,"array([13.12571371,  7.45267248])"
14537,"array([13.12509852,  7.45460569])"
14538,"array([13.12822381,  7.45859419])"
14539,"array([13.12203029,  7.46696593])"
14540,"array([13.11728414,  7.46490982])"
14541,"array([13.12531079,  7.45099463])"
