# index, as_id, _pos
12498,12498,"array([-2.92723192,  0.79931169])"
12499,12499,"array([-2.94462516,  0.78036696])"
12500,12500,"array([-2.93387746,  0.78522048])"
12501,12501,"array([-2.93015913,  0.7868417 ])"
12502,12502,"array([-2.92969679,  0.79942013])"
12503,33571,"array([-2.90470721,  0.79106334])"
12504,33572,"array([-2.9049006 ,  0.79837083])"
12505,12505,"array([-2.92944141,  0.805451  ])"
12506,12506,"array([-2.92870725,  0.80166163])"
12507,12507,"array([-2.94141412,  0.80348942])"
12508,12508,"array([-2.92483   ,  0.80592327])"
12509,12509,"array([-2.94318202,  0.79347457])"
12510,12510,"array([-2.92064794,  0.7958614 ])"
12511,12511,"array([-2.92569333,  0.79640993])"
12512,12512,"array([-2.92587567,  0.80083887])"
12513,12513,"array([-2.92241585,  0.79720029])"
12514,12514,"array([-2.93367527,  0.8063464 ])"
12515,12515,"array([-2.93315571,  0.80628382])"
12516,12516,"array([-2.93010852,  0.79703359])"
12517,12517,"array([-2.9402257 ,  0.78248033])"
12518,12518,"array([-2.92271376,  0.80068788])"
12519,12519,"array([-2.92243608,  0.79703839])"
12520,40195,"array([-2.91299818,  0.79182123])"
12521,12521,"array([-2.92236623,  0.79888748])"
12522,33574,"array([-2.9063633 ,  0.79821513])"
12523,12523,"array([-2.92374735,  0.79102458])"
12524,12524,"array([-2.92868853,  0.7755494 ])"
12525,12525,"array([-2.93796855,  0.79625386])"
12526,12526,"array([-2.93725345,  0.79664215])"
12527,12527,"array([-2.9239154 ,  0.80674597])"
12528,33575,"array([-2.91450214,  0.81108249])"
12529,33576,"array([-2.91990457,  0.79225199])"
12530,12530,"array([-2.93641062,  0.79926528])"
12531,12531,"array([-2.91922919,  0.7981552 ])"
12532,33577,"array([-2.90977293,  0.80007164])"
12533,12533,"array([-2.92855761,  0.80302316])"
12534,40196,"array([-2.90990718,  0.79383403])"
12535,40197,"array([-2.91119839,  0.78979851])"
12536,12536,"array([-2.92334374,  0.79277502])"
12537,12537,"array([-2.92877172,  0.77974701])"
12538,12538,"array([-2.94443762,  0.78487068])"
12539,12539,"array([-2.94208145,  0.80311813])"
12540,12540,"array([-2.93014669,  0.80227228])"
12541,12541,"array([-2.93215392,  0.79790753])"
12542,12542,"array([-2.92339145,  0.79251311])"
12543,12543,"array([-2.93752537,  0.78765435])"
12544,33580,"array([-2.90336633,  0.80050288])"
12545,12545,"array([-2.94162786,  0.79848642])"
12546,33581,"array([-2.90565271,  0.80367366])"
12547,33582,"array([-2.91073286,  0.81007761])"
12548,12548,"array([-2.93934298,  0.80263133])"
12549,12549,"array([-2.92057981,  0.81221153])"
12550,12550,"array([-2.93418503,  0.79108533])"
12551,12551,"array([-2.93308   ,  0.80530877])"
12552,12552,"array([-2.92713649,  0.79218384])"
12553,33583,"array([-2.90365028,  0.79938225])"
12554,33584,"array([-2.91802969,  0.80264821])"
12555,33585,"array([-2.91043016,  0.7869008 ])"
12556,33586,"array([-2.91340518,  0.79276278])"
12557,33587,"array([-2.91266851,  0.79139764])"
12558,12558,"array([-2.92396953,  0.80155297])"
12559,12559,"array([-2.93086494,  0.80416363])"
12560,33588,"array([-2.91135094,  0.80082881])"
12561,40198,"array([-2.90672187,  0.79741802])"
12562,40199,"array([-2.91084266,  0.79420227])"
12563,12563,"array([-2.92686999,  0.78966051])"
12564,12564,"array([-2.92912291,  0.81499903])"
12565,33591,"array([-2.90779299,  0.80418837])"
12566,12566,"array([-2.92176517,  0.79922317])"
12567,43767,"array([-2.93973285,  0.79680715])"
12568,33593,"array([-2.90825731,  0.79842052])"
12569,12569,"array([-2.93367046,  0.79961697])"
12570,12570,"array([-2.92693347,  0.80209818])"
12571,12571,"array([-2.9354318 ,  0.79801977])"
12572,33594,"array([-2.92426725,  0.78612282])"
12573,12573,"array([-2.92257133,  0.80247526])"
12574,12574,"array([-2.92861538,  0.79586878])"
12575,40201,"array([-2.91416836,  0.79245529])"
12576,12576,"array([-2.92597082,  0.7890145 ])"
12577,12577,"array([-2.92717079,  0.80042045])"
12578,12578,"array([-2.94153956,  0.79503949])"
12579,12579,"array([-2.92648388,  0.7986863 ])"
12580,12580,"array([-2.93243691,  0.81007186])"
12581,12581,"array([-2.92855642,  0.79970179])"
12582,12582,"array([-2.93190406,  0.78651685])"
12583,33596,"array([-2.91207689,  0.81040257])"
12584,12584,"array([-2.92865455,  0.79802256])"
12585,33597,"array([-2.91686612,  0.79579755])"
12586,12586,"array([-2.92664297,  0.80013159])"
12587,12587,"array([-2.94288228,  0.79467887])"
12588,33598,"array([-2.91175052,  0.80471765])"
12589,12589,"array([-2.92899248,  0.81064253])"
12590,33599,"array([-2.91296038,  0.79425652])"
12591,12591,"array([-2.92515121,  0.81106001])"
12592,12592,"array([-2.92358503,  0.81509055])"
12593,12593,"array([-2.9418808 ,  0.80005413])"
12594,12594,"array([-2.92794026,  0.81023668])"
12595,12595,"array([-2.92622475,  0.79523299])"
12596,12596,"array([-2.92218558,  0.79454242])"
12597,12597,"array([-2.92397057,  0.79188541])"
12598,12598,"array([-2.92683768,  0.80189646])"
12599,12599,"array([-2.93174434,  0.78100852])"
12600,12600,"array([-2.92523369,  0.79739998])"
12601,12601,"array([-2.92456407,  0.79776921])"
12602,12602,"array([-2.92994153,  0.78765602])"
12603,40202,"array([-2.90650886,  0.79386141])"
12604,33601,"array([-2.90627518,  0.80440027])"
12605,12605,"array([-2.92456262,  0.80202754])"
12606,42656,"array([-2.93975972,  0.80856037])"
12607,12607,"array([-2.93393329,  0.80174845])"
12608,33603,"array([-2.90740965,  0.79949551])"
12609,33604,"array([-2.9153605 ,  0.80728458])"
12610,12610,"array([-2.93059977,  0.79728456])"
12611,12611,"array([-2.9240934 ,  0.79454396])"
12612,33605,"array([-2.91526919,  0.7962183 ])"
12613,33606,"array([-2.90749483,  0.79711017])"
12614,12614,"array([-2.92272551,  0.80583731])"
12615,12615,"array([-2.92454649,  0.80780555])"
12616,42657,"array([-2.94442723,  0.79491692])"
12617,40205,"array([-2.91718405,  0.8044128 ])"
12618,12618,"array([-2.93669807,  0.81373708])"
12619,12619,"array([-2.92647685,  0.78462734])"
12620,12620,"array([-2.92202943,  0.80040028])"
12621,12621,"array([-2.92712292,  0.78935361])"
12622,12622,"array([-2.93149677,  0.79381633])"
12623,12623,"array([-2.92430096,  0.80142885])"
12624,12624,"array([-2.91760156,  0.81382504])"
12625,12625,"array([-2.9259924 ,  0.79652517])"
12626,12626,"array([-2.92633802,  0.80523171])"
12627,33609,"array([-2.9224427 ,  0.80197693])"
12628,40206,"array([-2.92593819,  0.78842016])"
12629,42658,"array([-2.9326924,  0.8047509])"
12630,12630,"array([-2.92786281,  0.78865943])"
12631,40208,"array([-2.91377721,  0.79711889])"
12632,33613,"array([-2.91706427,  0.80510924])"
12633,33614,"array([-2.90658339,  0.79307239])"
12634,12634,"array([-2.92373855,  0.79518887])"
12635,12635,"array([-2.91893804,  0.79914249])"
12636,33615,"array([-2.90898164,  0.79074201])"
12637,12637,"array([-2.92195445,  0.80093468])"
12638,12638,"array([-2.92654544,  0.79913832])"
12639,42659,"array([-2.91974447,  0.79475669])"
12640,40210,"array([-2.90487276,  0.79135346])"
12641,12641,"array([-2.92879773,  0.79381245])"
12642,33618,"array([-2.919566  ,  0.80591793])"
12643,12643,"array([-2.91996763,  0.79532439])"
12644,12644,"array([-2.92968944,  0.80749882])"
12645,12645,"array([-2.92120038,  0.80272886])"
12646,40211,"array([-2.90440016,  0.7941851 ])"
12647,33620,"array([-2.91033844,  0.80822812])"
12648,33621,"array([-2.90800798,  0.80030065])"
12649,12649,"array([-2.92557268,  0.79716807])"
12650,12650,"array([-2.92839097,  0.80706852])"
12651,12651,"array([-2.92466856,  0.79470998])"
12652,12652,"array([-2.92656448,  0.7954853 ])"
12653,12653,"array([-2.92357652,  0.78944435])"
12654,12654,"array([-2.92406494,  0.79487434])"
12655,33622,"array([-2.91282459,  0.80200637])"
12656,33623,"array([-2.91090484,  0.79178517])"
12657,12657,"array([-2.93184301,  0.80169327])"
12658,40212,"array([-2.91725139,  0.79867105])"
12659,12659,"array([-2.92898119,  0.7908895 ])"
12660,12660,"array([-2.92947544,  0.77785809])"
12661,33625,"array([-2.91042172,  0.79029413])"
12662,33626,"array([-2.91754739,  0.79423869])"
12663,12663,"array([-2.93001152,  0.80381361])"
12664,12664,"array([-2.92852296,  0.79834332])"
12665,12665,"array([-2.92754157,  0.79939417])"
12666,12666,"array([-2.92169505,  0.79783312])"
12667,33627,"array([-2.90793854,  0.80260159])"
12668,12668,"array([-2.93566205,  0.78550647])"
12669,33628,"array([-2.90888362,  0.79341837])"
12670,12670,"array([-2.92338787,  0.80235776])"
12671,33629,"array([-2.90185379,  0.80387738])"
12672,12672,"array([-2.92264161,  0.81803995])"
12673,33630,"array([-2.90320847,  0.79060587])"
12674,12674,"array([-2.92319623,  0.81842116])"
12675,12675,"array([-2.93075845,  0.81116358])"
12676,12676,"array([-2.9253868,  0.797485 ])"
12677,12677,"array([-2.91854001,  0.81501334])"
12678,33631,"array([-2.91593609,  0.79273619])"
12679,12679,"array([-2.93333807,  0.78687012])"
12680,12680,"array([-2.92846   ,  0.79952905])"
12681,12681,"array([-2.94986771,  0.79948061])"
12682,12682,"array([-2.92310612,  0.79517575])"
12683,12683,"array([-2.93734138,  0.78742445])"
12684,12684,"array([-2.92369371,  0.79927708])"
12685,12685,"array([-2.93575566,  0.78482142])"
12686,12686,"array([-2.93486028,  0.7919866 ])"
12687,12687,"array([-2.94647633,  0.80335558])"
12688,33632,"array([-2.90152794,  0.80379351])"
12689,33633,"array([-2.91483429,  0.79511127])"
12690,12690,"array([-2.93607504,  0.78931208])"
12691,12691,"array([-2.94983501,  0.79821927])"
12692,12692,"array([-2.92816114,  0.79199701])"
12693,12693,"array([-2.92674697,  0.79704119])"
12694,33634,"array([-2.91648841,  0.80435986])"
12695,12695,"array([-2.93314366,  0.7948157 ])"
12696,12696,"array([-2.92580259,  0.79898993])"
12697,40213,"array([-2.91461306,  0.79716509])"
12698,33636,"array([-2.90313171,  0.80441265])"
12699,12699,"array([-2.91975029,  0.81304362])"
12700,40214,"array([-2.90981453,  0.79783855])"
12701,12701,"array([-2.91955245,  0.79367825])"
12702,33638,"array([-2.90103565,  0.80209931])"
12703,12703,"array([-2.92364933,  0.79568549])"
12704,12704,"array([-2.94342766,  0.80413205])"
12705,12705,"array([-2.93637286,  0.78211199])"
12706,12706,"array([-2.94819761,  0.79994639])"
12707,12707,"array([-2.93660619,  0.79798933])"
12708,12708,"array([-2.92380973,  0.79403337])"
12709,12709,"array([-2.93598217,  0.79783648])"
12710,33639,"array([-2.9120986 ,  0.79724672])"
12711,12711,"array([-2.93032356,  0.78047259])"
12712,12712,"array([-2.92896506,  0.78911879])"
12713,12713,"array([-2.92700921,  0.79768362])"
12714,12714,"array([-2.93229395,  0.79430616])"
12715,12715,"array([-2.92541559,  0.79882857])"
12716,12716,"array([-2.92172144,  0.80619434])"
12717,33640,"array([-2.91472168,  0.7917254 ])"
12718,33641,"array([-2.90849312,  0.79175826])"
12719,12719,"array([-2.92790049,  0.80548437])"
12720,33642,"array([-2.91474649,  0.7971019 ])"
12721,12721,"array([-2.91856285,  0.7974406 ])"
12722,40215,"array([-2.90546594,  0.79358872])"
12723,12723,"array([-2.91781061,  0.81267269])"
12724,12724,"array([-2.93987696,  0.79010185])"
12725,12725,"array([-2.9364555 ,  0.78786832])"
12726,12726,"array([-2.92587933,  0.80368684])"
12727,12727,"array([-2.92474243,  0.80344441])"
12728,33644,"array([-2.90974179,  0.79842633])"
12729,12729,"array([-2.93060903,  0.78038442])"
12730,12730,"array([-2.93803748,  0.79128126])"
12731,12731,"array([-2.92427117,  0.79535242])"
12732,12732,"array([-2.92338947,  0.80201854])"
12733,12733,"array([-2.92403442,  0.80299502])"
12734,40216,"array([-2.92287384,  0.80137468])"
12735,12735,"array([-2.92771464,  0.78891108])"
12736,12736,"array([-2.92624993,  0.78450112])"
12737,33646,"array([-2.90476108,  0.79266842])"
12738,12738,"array([-2.92682868,  0.80335062])"
12739,12739,"array([-2.93491145,  0.7909421 ])"
12740,33647,"array([-2.90889506,  0.79467304])"
12741,12741,"array([-2.9362049 ,  0.81127444])"
12742,12742,"array([-2.94529283,  0.80394792])"
12743,12743,"array([-2.93612982,  0.80905242])"
12744,12744,"array([-2.92430791,  0.79910867])"
12745,33648,"array([-2.9143977 ,  0.79543872])"
12746,33649,"array([-2.91135373,  0.79953034])"
12747,33650,"array([-2.91081421,  0.80128357])"
12748,33651,"array([-2.91021584,  0.80105094])"
12749,12749,"array([-2.92041852,  0.79409687])"
12750,12750,"array([-2.92600591,  0.79684633])"
12751,12751,"array([-2.92147683,  0.80792438])"
12752,33652,"array([-2.91067064,  0.80169363])"
12753,12753,"array([-2.92795707,  0.78305618])"
12754,33653,"array([-2.90526113,  0.79835299])"
12755,33654,"array([-2.9029133 ,  0.79553968])"
12756,12756,"array([-2.92949798,  0.81240542])"
12757,12757,"array([-2.9333456 ,  0.79605209])"
12758,33655,"array([-2.90397354,  0.79494863])"
12759,12759,"array([-2.92693508,  0.79592484])"
12760,33656,"array([-2.90377145,  0.79580303])"
12761,33657,"array([-2.91048114,  0.80136896])"
12762,12762,"array([-2.93074261,  0.80358836])"
12763,12763,"array([-2.92354162,  0.79341471])"
12764,12764,"array([-2.93168759,  0.78613904])"
12765,12765,"array([-2.92317857,  0.79923727])"
12766,12766,"array([-2.93051193,  0.80369518])"
12767,12767,"array([-2.92799871,  0.806201  ])"
12768,12768,"array([-2.93442638,  0.78287431])"
12769,12769,"array([-2.92394447,  0.80176362])"
12770,12770,"array([-2.93609103,  0.79040152])"
12771,33658,"array([-2.91376611,  0.80584001])"
12772,12772,"array([-2.93696789,  0.7871495 ])"
12773,12773,"array([-2.9415972 ,  0.80019114])"
12774,33659,"array([-2.90522371,  0.79870258])"
12775,12775,"array([-2.92376729,  0.79866236])"
12776,12776,"array([-2.92627587,  0.79739726])"
12777,12777,"array([-2.93514369,  0.77982446])"
12778,12778,"array([-2.92966276,  0.81038965])"
12779,12779,"array([-2.92131213,  0.80377512])"
12780,12780,"array([-2.94778101,  0.80267025])"
12781,33660,"array([-2.91066869,  0.80079773])"
12782,12782,"array([-2.93246974,  0.79263156])"
12783,40217,"array([-2.91602767,  0.80447927])"
12784,33662,"array([-2.91974678,  0.8042415 ])"
12785,33663,"array([-2.90914867,  0.81144345])"
12786,12786,"array([-2.92677364,  0.79776819])"
12787,12787,"array([-2.92383465,  0.79173077])"
12788,12788,"array([-2.94299412,  0.79957889])"
12789,12789,"array([-2.91878801,  0.79353112])"
12790,12790,"array([-2.93893832,  0.78929468])"
12791,12791,"array([-2.9362205 ,  0.79268752])"
12792,12792,"array([-2.94390527,  0.79870796])"
12793,12793,"array([-2.92565473,  0.80123095])"
12794,12794,"array([-2.93118998,  0.78120294])"
12795,12795,"array([-2.92576848,  0.81099022])"
12796,33664,"array([-2.91513415,  0.80612486])"
12797,12797,"array([-2.93402994,  0.80399571])"
12798,12798,"array([-2.92424137,  0.79307198])"
12799,40218,"array([-2.90671692,  0.79822202])"
12800,33666,"array([-2.91309556,  0.80002932])"
12801,33667,"array([-2.90325842,  0.79633047])"
12802,12802,"array([-2.92666284,  0.78628026])"
12803,12803,"array([-2.94401112,  0.81043178])"
12804,33668,"array([-2.91086062,  0.80106448])"
12805,33669,"array([-2.89982764,  0.80249536])"
12806,33670,"array([-2.90766685,  0.78726855])"
12807,12807,"array([-2.92337619,  0.799598  ])"
12808,12808,"array([-2.92274864,  0.80245699])"
12809,12809,"array([-2.94409083,  0.79764872])"
12810,12810,"array([-2.9303422 ,  0.80558817])"
12811,33671,"array([-2.90810961,  0.79691739])"
12812,33672,"array([-2.90705241,  0.80124796])"
12813,12813,"array([-2.93000433,  0.7982353 ])"
12814,12814,"array([-2.92402349,  0.81115789])"
12815,12815,"array([-2.92811597,  0.81247552])"
12816,12816,"array([-2.93202751,  0.79629339])"
12817,12817,"array([-2.93263067,  0.79931615])"
12818,33673,"array([-2.91290387,  0.79906946])"
12819,12819,"array([-2.91093324,  0.78229123])"
12820,12820,"array([-2.93569614,  0.78899557])"
12821,12821,"array([-2.93806378,  0.78466434])"
12822,12822,"array([-2.92395172,  0.80133305])"
12823,33674,"array([-2.91012043,  0.79027502])"
12824,12824,"array([-2.94004183,  0.81136336])"
12825,12825,"array([-2.94388346,  0.78858169])"
12826,12826,"array([-2.92764083,  0.80275271])"
12827,12827,"array([-2.93979402,  0.81287119])"
12828,33675,"array([-2.91764186,  0.80335521])"
12829,12829,"array([-2.92920955,  0.81256763])"
12830,12830,"array([-2.92859182,  0.79524386])"
12831,12831,"array([-2.93686521,  0.8117422 ])"
12832,12832,"array([-2.92731022,  0.79430092])"
12833,33676,"array([-2.91251461,  0.7941003 ])"
12834,12834,"array([-2.92575231,  0.79135329])"
12835,12835,"array([-2.93205031,  0.80276651])"
12836,33677,"array([-2.91136475,  0.80903849])"
12837,12837,"array([-2.95405845,  0.79557921])"
12838,33678,"array([-2.91124324,  0.80378889])"
12839,12839,"array([-2.92981648,  0.80176928])"
12840,12840,"array([-2.93325246,  0.78071331])"
12841,12841,"array([-2.92485216,  0.79134649])"
12842,12842,"array([-2.92099294,  0.81567385])"
12843,12843,"array([-2.93023622,  0.79961477])"
12844,12844,"array([-2.92280499,  0.79849763])"
12845,12845,"array([-2.92338647,  0.80337118])"
12846,12846,"array([-2.9414319 ,  0.78052292])"
12847,12847,"array([-2.94641749,  0.79221412])"
12848,33679,"array([-2.91200199,  0.80272767])"
12849,12849,"array([-2.92691886,  0.78397363])"
12850,12850,"array([-2.92500924,  0.80297263])"
12851,33680,"array([-2.91728278,  0.79566353])"
12852,33681,"array([-2.9197486 ,  0.80294558])"
12853,12853,"array([-2.92881443,  0.79305094])"
12854,12854,"array([-2.92896423,  0.79810259])"
12855,12855,"array([-2.92558822,  0.79353951])"
12856,12856,"array([-2.92386468,  0.81094901])"
12857,12857,"array([-2.9278774 ,  0.79825014])"
12858,12858,"array([-2.93224853,  0.78051889])"
12859,12859,"array([-2.9223706 ,  0.79519837])"
12860,40219,"array([-2.92085986,  0.80721491])"
12861,12861,"array([-2.93246263,  0.7809235 ])"
12862,33683,"array([-2.90629655,  0.78849553])"
12863,33684,"array([-2.91110428,  0.80247544])"
12864,12864,"array([-2.92654166,  0.80607207])"
12865,40220,"array([-2.91225186,  0.80205149])"
12866,12866,"array([-2.92278149,  0.79379539])"
12867,12867,"array([-2.92665299,  0.81517131])"
12868,40221,"array([-2.91867396,  0.80006499])"
12869,40222,"array([-2.91371589,  0.80565164])"
12870,33688,"array([-2.91537383,  0.79297347])"
12871,12871,"array([-2.92555692,  0.79748321])"
12872,12872,"array([-2.93968443,  0.79885179])"
12873,12873,"array([-2.93554115,  0.77718227])"
12874,12874,"array([-2.92967207,  0.80076341])"
12875,42660,"array([-2.93280086,  0.7868855 ])"
12876,12876,"array([-2.92473462,  0.79940993])"
12877,12877,"array([-2.93776282,  0.80549184])"
12878,42661,"array([-2.93295262,  0.81143692])"
12879,12879,"array([-2.9338635 ,  0.78804594])"
12880,12880,"array([-2.92759123,  0.78111532])"
12881,12881,"array([-2.92460196,  0.81502669])"
12882,33691,"array([-2.90466015,  0.79600832])"
12883,12883,"array([-2.93447612,  0.79991736])"
12884,33692,"array([-2.90068585,  0.79230588])"
12885,12885,"array([-2.92144701,  0.79741326])"
12886,12886,"array([-2.92805647,  0.79833087])"
12887,12887,"array([-2.93096897,  0.80363048])"
12888,12888,"array([-2.9253265 ,  0.79494376])"
12889,33693,"array([-2.91188052,  0.80218976])"
12890,33694,"array([-2.91567447,  0.79480723])"
12891,12891,"array([-2.93220859,  0.78218082])"
12892,33695,"array([-2.92127863,  0.80658401])"
12893,33696,"array([-2.91667225,  0.80398336])"
12894,12894,"array([-2.92919331,  0.79851925])"
12895,12895,"array([-2.92895191,  0.80278552])"
12896,33697,"array([-2.92472268,  0.79149494])"
12897,12897,"array([-2.92655908,  0.79673072])"
12898,12898,"array([-2.9268321 ,  0.79759661])"
12899,12899,"array([-2.92773294,  0.79584783])"
12900,33698,"array([-2.91794269,  0.80283428])"
12901,12901,"array([-2.92172616,  0.80195142])"
12902,12902,"array([-2.9232887 ,  0.79573538])"
12903,12903,"array([-2.93271958,  0.78199017])"
12904,43523,"array([-2.93886185,  0.79455817])"
12905,12905,"array([-2.92762782,  0.80683519])"
12906,33700,"array([-2.90704995,  0.80529582])"
12907,12907,"array([-2.93021752,  0.79851564])"
12908,12908,"array([-2.93270839,  0.7823272 ])"
12909,12909,"array([-2.93167319,  0.80288178])"
12910,40226,"array([-2.9162392 ,  0.78916519])"
12911,40227,"array([-2.90536502,  0.79956729])"
12912,12912,"array([-2.93195903,  0.80245664])"
12913,12913,"array([-2.92890825,  0.80588349])"
12914,12914,"array([-2.94986872,  0.79866593])"
12915,33703,"array([-2.91333871,  0.80248989])"
12916,33704,"array([-2.91413315,  0.7944061 ])"
12917,12917,"array([-2.93492458,  0.78143364])"
12918,12918,"array([-2.92720851,  0.78851252])"
12919,12919,"array([-2.92430601,  0.79466891])"
12920,40228,"array([-2.9108707 ,  0.79671329])"
12921,33706,"array([-2.90744888,  0.80198248])"
12922,12922,"array([-2.93303088,  0.80335907])"
12923,12923,"array([-2.92815056,  0.80351076])"
12924,12924,"array([-2.92625014,  0.80169682])"
12925,12925,"array([-2.94225795,  0.78957363])"
12926,12926,"array([-2.92372107,  0.80386635])"
12927,12927,"array([-2.91947191,  0.80405329])"
12928,12928,"array([-2.9249797 ,  0.79939303])"
12929,12929,"array([-2.9270417 ,  0.79415336])"
12930,40229,"array([-2.91185517,  0.80947828])"
12931,12931,"array([-2.92622639,  0.79773472])"
12932,12932,"array([-2.9238853 ,  0.79688637])"
12933,40230,"array([-2.91397457,  0.80391377])"
12934,40231,"array([-2.92133436,  0.79401885])"
12935,12935,"array([-2.9271061 ,  0.79470023])"
12936,12936,"array([-2.92381478,  0.80086036])"
12937,33710,"array([-2.904512  ,  0.79189562])"
12938,40232,"array([-2.91259679,  0.80501095])"
12939,12939,"array([-2.93057469,  0.79561034])"
12940,40233,"array([-2.91185123,  0.801784  ])"
12941,12941,"array([-2.92929252,  0.80008534])"
12942,12942,"array([-2.92096009,  0.79980156])"
12943,12943,"array([-2.93901291,  0.79202675])"
12944,33713,"array([-2.91390645,  0.79214153])"
12945,12945,"array([-2.92505798,  0.80202332])"
12946,12946,"array([-2.92477299,  0.80167121])"
12947,12947,"array([-2.9294176 ,  0.78189017])"
12948,33714,"array([-2.91803321,  0.78985665])"
12949,12949,"array([-2.91870387,  0.81055324])"
12950,33715,"array([-2.90950716,  0.79325916])"
12951,12951,"array([-2.94063411,  0.78995985])"
12952,40234,"array([-2.90992864,  0.79935603])"
12953,33717,"array([-2.91763951,  0.78817247])"
12954,12954,"array([-2.92264921,  0.79843766])"
12955,33718,"array([-2.91722496,  0.80107328])"
12956,12956,"array([-2.91869011,  0.79286814])"
12957,12957,"array([-2.94321895,  0.79414458])"
12958,12958,"array([-2.934566  ,  0.79110361])"
12959,33719,"array([-2.90677917,  0.79857449])"
12960,12960,"array([-2.919385  ,  0.80388171])"
12961,42663,"array([-2.9262613 ,  0.80188025])"
12962,12962,"array([-2.92820955,  0.81216471])"
12963,12963,"array([-2.94096046,  0.80577238])"
12964,12964,"array([-2.92623133,  0.79992626])"
12965,12965,"array([-2.93815386,  0.79649539])"
12966,12966,"array([-2.93499353,  0.81254124])"
12967,33721,"array([-2.90874738,  0.79459979])"
12968,12968,"array([-2.93235073,  0.8088669 ])"
12969,12969,"array([-2.92633458,  0.79798273])"
12970,12970,"array([-2.93336979,  0.79999852])"
12971,12971,"array([-2.92217612,  0.79978228])"
12972,33722,"array([-2.90615846,  0.79594598])"
12973,33723,"array([-2.90375667,  0.79463203])"
12974,12974,"array([-2.93017246,  0.80105061])"
12975,12975,"array([-2.92579304,  0.78916122])"
12976,12976,"array([-2.93475089,  0.79227286])"
12977,33724,"array([-2.92069913,  0.80377239])"
12978,12978,"array([-2.92511401,  0.78897745])"
12979,12979,"array([-2.93696524,  0.78949307])"
12980,12980,"array([-2.92321422,  0.79822643])"
12981,40236,"array([-2.9097644 ,  0.80411995])"
12982,12982,"array([-2.92601695,  0.81241913])"
12983,12983,"array([-2.9424626 ,  0.79255027])"
12984,12984,"array([-2.94529964,  0.79612973])"
12985,33726,"array([-2.91699685,  0.79792963])"
12986,12986,"array([-2.94648364,  0.80524685])"
12987,12987,"array([-2.93482834,  0.7750585 ])"
12988,12988,"array([-2.92758407,  0.78643223])"
12989,12989,"array([-2.91993095,  0.79566122])"
12990,12990,"array([-2.937511  ,  0.80986392])"
12991,12991,"array([-2.92960191,  0.80600064])"
12992,12992,"array([-2.9391282 ,  0.80757499])"
12993,12993,"array([-2.93636753,  0.79694141])"
12994,12994,"array([-2.92962187,  0.79490356])"
12995,33727,"array([-2.91623233,  0.80630222])"
12996,12996,"array([-2.92326823,  0.79525293])"
12997,12997,"array([-2.93252156,  0.78591948])"
12998,12998,"array([-2.94870725,  0.80231497])"
12999,40237,"array([-2.90954132,  0.80378588])"
13000,13000,"array([-2.93779844,  0.81620654])"
13001,13001,"array([-2.92192094,  0.8036806 ])"
13002,40238,"array([-2.90555737,  0.801457  ])"
13003,13003,"array([-2.92491685,  0.79760707])"
13004,13004,"array([-2.93701379,  0.79248324])"
13005,13005,"array([-2.92136943,  0.79620674])"
13006,33730,"array([-2.91425104,  0.81189213])"
13007,33731,"array([-2.9108126 ,  0.80820906])"
13008,13008,"array([-2.91889428,  0.79829496])"
13009,13009,"array([-2.92049924,  0.80433562])"
13010,13010,"array([-2.93360819,  0.80070797])"
13011,40239,"array([-2.92008563,  0.80946041])"
13012,13012,"array([-2.92800617,  0.79144372])"
13013,33733,"array([-2.90213603,  0.79468639])"
13014,33734,"array([-2.90790639,  0.8009697 ])"
13015,33735,"array([-2.92123498,  0.79289969])"
13016,42664,"array([-2.95529347,  0.80038764])"
13017,42665,"array([-2.9302675 ,  0.80682055])"
13018,13018,"array([-2.93316968,  0.80268109])"
13019,13019,"array([-2.9279227 ,  0.80123319])"
13020,13020,"array([-2.93610959,  0.78830319])"
13021,13021,"array([-2.92164161,  0.81316448])"
13022,13022,"array([-2.93134269,  0.80341319])"
13023,13023,"array([-2.95074711,  0.79990628])"
13024,13024,"array([-2.9306824 ,  0.80164156])"
13025,13025,"array([-2.93588342,  0.80304074])"
13026,33738,"array([-2.91312227,  0.80099843])"
13027,13027,"array([-2.94793121,  0.7978359 ])"
13028,33739,"array([-2.91800092,  0.79593864])"
13029,33740,"array([-2.90968583,  0.80864582])"
13030,13030,"array([-2.92517871,  0.796229  ])"
13031,13031,"array([-2.92918139,  0.80140917])"
13032,13032,"array([-2.93861487,  0.80198537])"
13033,33741,"array([-2.91614865,  0.79202624])"
13034,13034,"array([-2.92672401,  0.80617783])"
13035,33742,"array([-2.91176762,  0.80034214])"
13036,13036,"array([-2.92670257,  0.80663697])"
13037,13037,"array([-2.92003408,  0.79463895])"
13038,13038,"array([-2.93765333,  0.79521718])"
13039,13039,"array([-2.92280458,  0.80013476])"
13040,13040,"array([-2.93184053,  0.7976667 ])"
13041,13041,"array([-2.93309412,  0.79827385])"
13042,13042,"array([-2.92848533,  0.80447553])"
13043,13043,"array([-2.92317537,  0.79312809])"
13044,13044,"array([-2.92694435,  0.80291789])"
13045,13045,"array([-2.92206053,  0.79930989])"
13046,13046,"array([-2.9308837 ,  0.80780865])"
13047,13047,"array([-2.930207  ,  0.80487452])"
13048,33743,"array([-2.90470757,  0.79013297])"
13049,13049,"array([-2.92426347,  0.79789482])"
