# index, meta, _pos
9708,1105327,"array([-10.88552334,  -2.58569918])"
9709,63253,"array([-10.87831188,  -2.5819006 ])"
9710,53588,"array([-10.79821996,  -2.55588205])"
9711,313726,"array([-10.87046684,  -2.58357865])"
9712,1132895,"array([-10.89468719,  -2.52807877])"
9713,548774,"array([-10.85253982,  -2.50510467])"
9714,391071,"array([-10.85363338,  -2.49469859])"
9715,118259,"array([-10.87601823,  -2.53340922])"
9716,188486,"array([-10.80363412,  -2.50433736])"
9717,558975,"array([-10.81687877,  -2.51657606])"
9718,34118,"array([-10.82225924,  -2.52084745])"
9719,1152082,"array([-10.80660044,  -2.51104745])"
9720,878631,"array([-10.82343908,  -2.55740643])"
9721,117517,"array([-10.81875625,  -2.55059148])"
9722,796573,"array([-10.84867497,  -2.54758086])"
9723,273152,"array([-10.8671426 ,  -2.52080424])"
9724,1132192,"array([-10.83268645,  -2.50829329])"
9725,1125808,"array([-10.8147422 ,  -2.53631978])"
9726,55568,"array([-10.81383729,  -2.53592199])"
9727,221370,"array([-10.80562547,  -2.53918928])"
9728,212152,"array([-10.84642181,  -2.49541109])"
9729,65866,"array([-10.83963004,  -2.57517435])"
9730,1118889,"array([-10.80186334,  -2.54810153])"
9731,780180,"array([-10.86356727,  -2.53748748])"
9732,66461,"array([-10.81988064,  -2.57329924])"
9733,1112077,"array([-10.83063583,  -2.55723296])"
9734,162591,"array([-10.86845545,  -2.54631973])"
9735,1153050,"array([-10.8631807,  -2.5197002])"
9736,1136784,"array([-10.80176518,  -2.52602063])"
9737,1139568,"array([-10.81261381,  -2.54036535])"
9738,91852,"array([-10.86913629,  -2.50414439])"
9739,739707,"array([-10.84793278,  -2.54818775])"
9740,537060,"array([-10.85289108,  -2.55173506])"
9741,1152864,"array([-10.84802216,  -2.55943493])"
9742,19204,"array([-10.79862286,  -2.51477846])"
9743,235670,"array([-10.79475326,  -2.55586708])"
9744,1124262,"array([-10.8142572 ,  -2.53220027])"
9745,155975,"array([-10.84198221,  -2.50752606])"
9746,19535,"array([-10.81997232,  -2.54031709])"
9747,19045,"array([-10.86042507,  -2.52339869])"
9748,26113,"array([-10.89585034,  -2.51323916])"
9749,1152925,"array([-10.82253554,  -2.54894952])"
9750,1154131,"array([-10.82514119,  -2.57982418])"
9751,1139090,"array([-10.82109376,  -2.54213836])"
9752,146438,"array([-10.83063912,  -2.5644616 ])"
9753,1104121,"array([-10.79531118,  -2.55852918])"
9754,3639,"array([-10.82989548,  -2.52554249])"
9755,1103786,"array([-10.83303471,  -2.55763265])"
9756,1112103,"array([-10.84048405,  -2.53078482])"
9757,1130673,"array([-10.80565681,  -2.53460825])"
9758,53441,"array([-10.81254436,  -2.56069849])"
9759,1117623,"array([-10.87685266,  -2.53663663])"
9760,334225,"array([-10.87564738,  -2.53641806])"
9761,1154666,"array([-10.83257385,  -2.54313868])"
9762,50114,"array([-10.83389572,  -2.53474781])"
9763,632422,"array([-10.82342624,  -2.52767168])"
9764,462412,"array([-10.82614282,  -2.52731675])"
9765,418187,"array([-10.8337692 ,  -2.53621627])"
9766,1154839,"array([-10.82590927,  -2.55941592])"
9767,222481,"array([-10.81760894,  -2.5691173 ])"
9768,1154800,"array([-10.82052649,  -2.5178895 ])"
9769,610273,"array([-10.88114763,  -2.56627127])"
9770,99289,"array([-10.881914,  -2.563983])"
9771,84817,"array([-10.88453141,  -2.56644557])"
9772,9613,"array([-10.83620678,  -2.52408619])"
9773,26735,"array([-10.84029809,  -2.52299751])"
9774,1112065,"array([-10.88511399,  -2.56855277])"
9775,28230,"array([-10.87188938,  -2.52867333])"
9776,1154068,"array([-10.89372206,  -2.55529597])"
9777,444191,"array([-10.88753819,  -2.55366808])"
9778,1107500,"array([-10.86194105,  -2.57226248])"
9779,109931,"array([-10.86235296,  -2.56505404])"
9780,67471,"array([-10.80840511,  -2.54879754])"
9781,193932,"array([-10.88612691,  -2.5329661 ])"
9782,105865,"array([-10.88938197,  -2.53420021])"
9783,1136909,"array([-10.85701216,  -2.58486877])"
9784,773376,"array([-10.85062536,  -2.58380935])"
9785,1103883,"array([-10.81566594,  -2.55557385])"
9786,343721,"array([-10.82642922,  -2.5629008 ])"
9787,20994,"array([-10.84519703,  -2.53461695])"
9788,777829,"array([-10.8065061 ,  -2.54569396])"
9789,1137222,"array([-10.83205833,  -2.54860331])"
9790,1153705,"array([-10.81140705,  -2.53714853])"
9791,325680,"array([-10.80374254,  -2.55145217])"
9792,1132140,"array([-10.82277099,  -2.57055497])"
9793,617491,"array([-10.81454048,  -2.55076761])"
9794,1105274,"array([-10.86958935,  -2.53628207])"
9795,604129,"array([-10.80140593,  -2.56074122])"
9796,1102791,"array([-10.82332806,  -2.54533725])"
9797,9501,"array([-10.81951833,  -2.54289587])"
9798,5605,"array([-10.86006681,  -2.5115821 ])"
9799,84103,"array([-10.81712108,  -2.56336724])"
9800,663984,"array([-10.81630282,  -2.55965834])"
9801,1131464,"array([-10.87776017,  -2.54949774])"
9802,649739,"array([-10.88468844,  -2.54964479])"
9803,60712,"array([-10.87187088,  -2.52826461])"
9804,159773,"array([-10.87075775,  -2.55256237])"
9805,149669,"array([-10.86365124,  -2.52404981])"
9806,183983,"array([-10.87260587,  -2.54588382])"
9807,1128535,"array([-10.87249536,  -2.53318204])"
9808,679424,"array([-10.80481162,  -2.5383213 ])"
9809,10511,"array([-10.81384198,  -2.53730159])"
9810,120039,"array([-10.87799769,  -2.53450073])"
9811,161446,"array([-10.82309767,  -2.57341457])"
9812,291356,"array([-10.80032961,  -2.51736892])"
9813,1140554,"array([-10.82299122,  -2.48612962])"
9814,517031,"array([-10.82490779,  -2.49508544])"
9815,1105590,"array([-10.79286526,  -2.55500246])"
9816,845823,"array([-10.82355798,  -2.57429952])"
9817,1116132,"array([-10.88236225,  -2.49456163])"
9818,11111,"array([-10.80440704,  -2.55379044])"
9819,33117,"array([-10.82320128,  -2.55251288])"
9820,1107876,"array([-10.81539141,  -2.55650528])"
9821,7853,"array([-10.80409928,  -2.55264611])"
9822,1104214,"array([-10.79442179,  -2.52758547])"
9823,6080,"array([-10.79574374,  -2.52200224])"
9824,1109736,"array([-10.82497913,  -2.55890804])"
9825,1117562,"array([-10.81481138,  -2.51108317])"
9826,332981,"array([-10.8106762 ,  -2.50147247])"
9827,1102553,"array([-10.86360375,  -2.53550321])"
9828,595193,"array([-10.86435913,  -2.51099963])"
9829,31970,"array([-10.87427504,  -2.54898281])"
9830,1153120,"array([-10.8550263 ,  -2.54997587])"
9831,1105603,"array([-10.86837468,  -2.51662132])"
9832,16485,"array([-10.87816952,  -2.52728707])"
9833,32446,"array([-10.88840903,  -2.5759976 ])"
9834,93748,"array([-10.82277951,  -2.55532763])"
9835,217774,"array([-10.85255861,  -2.54366379])"
9836,1135082,"array([-10.88839177,  -2.54123349])"
9837,173362,"array([-10.81607687,  -2.4887423 ])"
9838,1128540,"array([-10.84164869,  -2.55811951])"
9839,1129067,"array([-10.8388579,  -2.5062804])"
9840,444303,"array([-10.8415954 ,  -2.51444474])"
9841,594252,"array([-10.86344217,  -2.52006656])"
9842,593240,"array([-10.86425744,  -2.52557809])"
9843,1152094,"array([-10.82764843,  -2.5539001 ])"
9844,65074,"array([-10.86565759,  -2.50625546])"
9845,95116,"array([-10.8330722 ,  -2.50964017])"
9846,36454,"array([-10.80373738,  -2.53401142])"
9847,705482,"array([-10.8800291 ,  -2.59109275])"
9848,101336,"array([-10.8035692 ,  -2.54575859])"
9849,39760,"array([-10.80641914,  -2.55063304])"
9850,1125294,"array([-10.80978854,  -2.50463425])"
9851,42026,"array([-10.81087875,  -2.50342867])"
9852,1154092,"array([-10.85028059,  -2.53524328])"
9853,1104088,"array([-10.81543822,  -2.55343607])"
9854,350370,"array([-10.87334988,  -2.53857207])"
9855,28832,"array([-10.88343515,  -2.56308813])"
9856,18412,"array([-10.82006123,  -2.57111456])"
9857,1122615,"array([-10.89235236,  -2.52246509])"
9858,678978,"array([-10.79727504,  -2.49917619])"
9859,1119331,"array([-10.76928683,  -2.52292774])"
9860,1153563,"array([-10.80733517,  -2.50501834])"
9861,7359,"array([-10.80885497,  -2.51015564])"
9862,44285,"array([-10.82407435,  -2.54889863])"
9863,304545,"array([-10.87513891,  -2.51309226])"
9864,1114265,"array([-10.82050164,  -2.52079219])"
9865,116410,"array([-10.81959579,  -2.51304853])"
9866,612815,"array([-10.83938491,  -2.54545611])"
9867,748056,"array([-10.83822504,  -2.50587873])"
9868,77114,"array([-10.8331456 ,  -2.50404886])"
9869,1154240,"array([-10.81191903,  -2.49741019])"
9870,141162,"array([-10.89956652,  -2.57081717])"
9871,18532,"array([-10.9035691 ,  -2.57405116])"
9872,704080,"array([-10.88091723,  -2.59046426])"
9873,1132744,"array([-10.82291098,  -2.51829655])"
9874,1115480,"array([-10.79276393,  -2.54040483])"
9875,1110865,"array([-10.88017955,  -2.49474377])"
9876,167257,"array([-10.88551679,  -2.48585795])"
9877,593942,"array([-10.86389182,  -2.51919621])"
9878,308232,"array([-10.87748027,  -2.52446665])"
9879,544544,"array([-10.79043075,  -2.55716555])"
9880,115949,"array([-10.80336339,  -2.55612673])"
9881,1152634,"array([-10.84893481,  -2.54340902])"
9882,196526,"array([-10.81160129,  -2.51625931])"
9883,1130882,"array([-10.85234459,  -2.5312157 ])"
9884,635623,"array([-10.85572952,  -2.52509172])"
9885,118682,"array([-10.87711974,  -2.53544236])"
9886,162664,"array([-10.86712014,  -2.53214372])"
9887,1128367,"array([-10.83411975,  -2.50003346])"
9888,12298,"array([-10.87272773,  -2.55050392])"
9889,2886,"array([-10.80920025,  -2.54834788])"
9890,63005,"array([-10.84603203,  -2.527377  ])"
9891,1136460,"array([-10.83061021,  -2.57608229])"
9892,509646,"array([-10.83434521,  -2.57305042])"
9893,18022,"array([-10.80981187,  -2.54899414])"
9894,18028,"array([-10.79759015,  -2.55476514])"
9895,10097,"array([-10.80967477,  -2.56360221])"
9896,36063,"array([-10.8026264 ,  -2.56666238])"
9897,51963,"array([-10.85065238,  -2.56860946])"
9898,1953,"array([-10.87404168,  -2.50859131])"
9899,616180,"array([-10.80854141,  -2.54836598])"
9900,1152744,"array([-10.81392111,  -2.5633382 ])"
9901,712550,"array([-10.82675438,  -2.5435748 ])"
9902,667484,"array([-10.79400602,  -2.51845047])"
9903,1123803,"array([-10.86098459,  -2.53314994])"
9904,1115514,"array([-10.83269353,  -2.52713154])"
9905,242074,"array([-10.84120437,  -2.5173568 ])"
9906,242090,"array([-10.84314799,  -2.51731886])"
9907,828628,"array([-10.83304991,  -2.56384701])"
9908,741,"array([-10.81892252,  -2.53974549])"
9909,1138856,"array([-10.81071888,  -2.55247879])"
9910,185897,"array([-10.81031134,  -2.57315585])"
9911,524428,"array([-10.82938681,  -2.56411014])"
9912,294033,"array([-10.81412383,  -2.5315236 ])"
9913,149,"array([-10.82210621,  -2.54618676])"
9914,156937,"array([-10.88806561,  -2.57888212])"
9915,1111439,"array([-10.78980618,  -2.56366795])"
9916,1122154,"array([-10.85182054,  -2.52862399])"
9917,272638,"array([-10.84541629,  -2.52936661])"
9918,598557,"array([-10.86050161,  -2.53795811])"
9919,25155,"array([-10.81195994,  -2.53534773])"
9920,21792,"array([-10.8464592 ,  -2.54862631])"
9921,1115082,"array([-10.85635755,  -2.52626284])"
9922,457612,"array([-10.88247257,  -2.57214292])"
9923,167771,"array([-10.88168866,  -2.57365389])"
9924,7883,"array([-10.84672168,  -2.54568483])"
9925,1130567,"array([-10.87135205,  -2.53533352])"
9926,399173,"array([-10.85453979,  -2.52825275])"
9927,1136564,"array([-10.80724185,  -2.54064787])"
9928,752668,"array([-10.80301544,  -2.54127102])"
9929,1113370,"array([-10.7987641 ,  -2.55111936])"
9930,1103747,"array([-10.82252207,  -2.54482369])"
9931,505860,"array([-10.80752643,  -2.53928906])"
9932,74943,"array([-10.88966298,  -2.56489216])"
9933,1121265,"array([-10.87530081,  -2.52281812])"
9934,12165,"array([-10.86053152,  -2.53660767])"
9935,285688,"array([-10.86825402,  -2.55508656])"
9936,1139307,"array([-10.83310149,  -2.53847446])"
9937,840749,"array([-10.83905863,  -2.5512805 ])"
9938,60376,"array([-10.86445695,  -2.56383568])"
9939,239924,"array([-10.87949333,  -2.52392669])"
9940,8922,"array([-10.82500198,  -2.55296028])"
9941,225555,"array([-10.82145552,  -2.55066197])"
9942,134309,"array([-10.86090466,  -2.50370631])"
9943,195603,"array([-10.8649165 ,  -2.49537034])"
9944,650814,"array([-10.88505172,  -2.5228181 ])"
9945,1110888,"array([-10.80432685,  -2.55039169])"
9946,23160,"array([-10.80787301,  -2.54668415])"
9947,1114763,"array([-10.89519409,  -2.53160058])"
9948,269043,"array([-10.89806838,  -2.53728485])"
9949,852500,"array([-10.83427945,  -2.58937116])"
9950,852852,"array([-10.83278445,  -2.59475266])"
9951,56045,"array([-10.85694938,  -2.53682525])"
9952,1135778,"array([-10.81173616,  -2.53409783])"
9953,1127209,"array([-10.81153035,  -2.52191235])"
9954,25156,"array([-10.8119183 ,  -2.52467565])"
9955,801170,"array([-10.85553528,  -2.53041247])"
9956,289779,"array([-10.85433266,  -2.53410513])"
9957,1120963,"array([-10.8746472 ,  -2.53539094])"
9958,1117869,"array([-10.84732914,  -2.54517757])"
9959,1131515,"array([-10.85730965,  -2.54691942])"
9960,1154403,"array([-10.85979178,  -2.5834917 ])"
9961,77647,"array([-10.85458516,  -2.57931614])"
9962,149553,"array([-10.80132128,  -2.54214856])"
9963,114222,"array([-10.80854944,  -2.54255826])"
9964,594900,"array([-10.8655336,  -2.5165186])"
9965,152731,"array([-10.88281653,  -2.52446435])"
9966,25497,"array([-10.81763875,  -2.55382235])"
9967,1137887,"array([-10.84358631,  -2.53234101])"
9968,1108260,"array([-10.82030921,  -2.56298186])"
9969,1113534,"array([-10.86265269,  -2.55056229])"
9970,26065,"array([-10.84462167,  -2.53431676])"
9971,1152723,"array([-10.8106369 ,  -2.50791786])"
9972,14506,"array([-10.81233022,  -2.49383746])"
9973,12212,"array([-10.84864622,  -2.51147826])"
9974,58390,"array([-10.83833365,  -2.54451469])"
9975,811916,"array([-10.82532734,  -2.5701172 ])"
9976,9869,"array([-10.82779817,  -2.56888985])"
9977,1153291,"array([-10.81587485,  -2.53320165])"
9978,734798,"array([-10.84725832,  -2.55058399])"
9979,743746,"array([-10.8480409 ,  -2.55301456])"
9980,778469,"array([-10.81237657,  -2.53988331])"
9981,1154830,"array([-10.81633977,  -2.56179918])"
9982,643182,"array([-10.89249729,  -2.55387905])"
9983,846532,"array([-10.80641446,  -2.54322193])"
9984,791186,"array([-10.8259559 ,  -2.52450272])"
9985,98792,"array([-10.82401596,  -2.52275109])"
9986,6767,"array([-10.87323363,  -2.5291457 ])"
9987,1152666,"array([-10.81913551,  -2.52424886])"
9988,136681,"array([-10.8151705 ,  -2.52716126])"
9989,90871,"array([-10.83636535,  -2.49782134])"
9990,712610,"array([-10.82740577,  -2.54801752])"
9991,1128486,"array([-10.85311179,  -2.50731203])"
9992,132821,"array([-10.83259424,  -2.5010504 ])"
9993,10723,"array([-10.80558446,  -2.51655023])"
9994,1129479,"array([-10.82073766,  -2.53298665])"
9995,852756,"array([-10.83554973,  -2.58488935])"
9996,852358,"array([-10.83970522,  -2.58192553])"
9997,1134233,"array([-10.82919601,  -2.54490723])"
9998,1114129,"array([-10.82718609,  -2.52238018])"
9999,2927,"array([-10.80430052,  -2.5482739 ])"
10000,564888,"array([-10.80391224,  -2.53064285])"
10001,1104096,"array([-10.7905704 ,  -2.55631255])"
10002,1154431,"array([-10.84196219,  -2.52933213])"
10003,781189,"array([-10.84330072,  -2.52221188])"
10004,546492,"array([-10.821724  ,  -2.50698239])"
10005,1153173,"array([-10.88331634,  -2.53597329])"
10006,1121479,"array([-10.82547074,  -2.55436959])"
10007,7088,"array([-10.81746699,  -2.54448326])"
10008,1152886,"array([-10.86184439,  -2.51600229])"
10009,865268,"array([-10.80888091,  -2.55159439])"
10010,1103702,"array([-10.87436352,  -2.4996127 ])"
10011,783983,"array([-10.83014844,  -2.49820711])"
10012,1122294,"array([-10.79032766,  -2.5422202 ])"
10013,336971,"array([-10.79081511,  -2.53453046])"
10014,1133945,"array([-10.79501942,  -2.54748445])"
10015,1154435,"array([-10.85204145,  -2.55271651])"
10016,4523,"array([-10.84590786,  -2.54634299])"
10017,1152162,"array([-10.87650725,  -2.52822878])"
10018,363065,"array([-10.80708322,  -2.548814  ])"
10019,1103310,"array([-10.85631536,  -2.51241341])"
10020,26567,"array([-10.80836139,  -2.55467805])"
10021,1106114,"array([-10.85701193,  -2.50306728])"
10022,65358,"array([-10.80167459,  -2.54376484])"
10023,73682,"array([-10.88073992,  -2.57385929])"
10024,1133919,"array([-10.83122921,  -2.52507851])"
10025,1153098,"array([-10.82127165,  -2.5814746 ])"
10026,1909,"array([-10.8384224 ,  -2.51839264])"
10027,1139871,"array([-10.82552558,  -2.55106923])"
10028,25184,"array([-10.8714429 ,  -2.55018804])"
10029,634036,"array([-10.85324077,  -2.57937123])"
10030,25238,"array([-10.85622946,  -2.58423151])"
10031,934855,"array([-10.82057576,  -2.57123618])"
10032,54269,"array([-10.84026617,  -2.51890982])"
10033,794338,"array([-10.83059994,  -2.57085426])"
10034,761102,"array([-10.82874417,  -2.56718807])"
10035,708729,"array([-10.80849111,  -2.49917975])"
10036,66022,"array([-10.88004864,  -2.57183599])"
10037,110625,"array([-10.82352359,  -2.55785736])"
10038,1139228,"array([-10.84246603,  -2.53929531])"
10039,120450,"array([-10.83308096,  -2.53173192])"
10040,301632,"array([-10.85823176,  -2.55035723])"
10041,73497,"array([-10.85641343,  -2.55668504])"
10042,31588,"array([-10.87825421,  -2.56100352])"
10043,225031,"array([-10.87753592,  -2.56046846])"
10044,1134234,"array([-10.81994953,  -2.54275049])"
10045,18197,"array([-10.80684295,  -2.53926535])"
10046,1122904,"array([-10.78280217,  -2.5263586 ])"
10047,347913,"array([-10.79242079,  -2.52979572])"
10048,1109818,"array([-10.86017414,  -2.55377927])"
10049,161658,"array([-10.86121847,  -2.55459278])"
10050,1123691,"array([-10.80443671,  -2.53044331])"
10051,92351,"array([-10.80822217,  -2.53143956])"
10052,263525,"array([-10.81397432,  -2.55780996])"
10053,264556,"array([-10.8884378 ,  -2.53946159])"
10054,1115853,"array([-10.82014602,  -2.56889417])"
10055,160353,"array([-10.81898775,  -2.57141248])"
10056,1111510,"array([-10.81539649,  -2.51251148])"
10057,1117674,"array([-10.8650276 ,  -2.53838006])"
10058,1108654,"array([-10.86161694,  -2.52347873])"
10059,737562,"array([-10.80472043,  -2.558684  ])"
10060,28456,"array([-10.86629227,  -2.52512531])"
10061,101263,"array([-10.86017178,  -2.53109777])"
10062,91581,"array([-10.89277637,  -2.53819724])"
10063,115420,"array([-10.84629048,  -2.50742091])"
10064,643199,"array([-10.86320479,  -2.51076478])"
10065,82971,"array([-10.86807558,  -2.5091526 ])"
10066,117002,"array([-10.81677208,  -2.53932998])"
10067,59939,"array([-10.81854087,  -2.54199499])"
10068,694108,"array([-10.86395711,  -2.56106306])"
10069,762584,"array([-10.87528676,  -2.55441477])"
10070,1153908,"array([-10.86686995,  -2.51589416])"
10071,194645,"array([-10.85779125,  -2.5374833 ])"
10072,45863,"array([-10.8491709 ,  -2.53895134])"
10073,987188,"array([-10.88758104,  -2.52752735])"
10074,119686,"array([-10.884045  ,  -2.52726994])"
10075,49572,"array([-10.808307  ,  -2.56642269])"
10076,401131,"array([-10.80215521,  -2.53846826])"
10077,30901,"array([-10.87285627,  -2.53378263])"
10078,1112646,"array([-10.81802429,  -2.58121714])"
10079,138103,"array([-10.82099428,  -2.51410459])"
10080,258419,"array([-10.81668248,  -2.50763279])"
10081,561364,"array([-10.89206489,  -2.537967  ])"
10082,65512,"array([-10.81666999,  -2.50176878])"
10083,145562,"array([-10.80750127,  -2.53835618])"
10084,46630,"array([-10.79714596,  -2.531925  ])"
10085,1110387,"array([-10.8299268 ,  -2.56354549])"
10086,610078,"array([-10.89118937,  -2.5461965 ])"
10087,27627,"array([-10.88146347,  -2.54141595])"
10088,7075,"array([-10.82384603,  -2.54033948])"
10089,141125,"array([-10.80317929,  -2.55798844])"
10090,5168,"array([-10.83065253,  -2.55395071])"
10091,1115194,"array([-10.83414028,  -2.56052719])"
10092,160005,"array([-10.82265812,  -2.52294013])"
10093,1102546,"array([-10.85662472,  -2.54466783])"
10094,1103830,"array([-10.79383902,  -2.54201312])"
10095,1102440,"array([-10.87319349,  -2.51191239])"
10096,557727,"array([-10.83770835,  -2.57101485])"
10097,1108977,"array([-10.87398133,  -2.5327807 ])"
10098,362599,"array([-10.80191408,  -2.52325902])"
10099,689427,"array([-10.78233128,  -2.56068449])"
10100,689609,"array([-10.77997971,  -2.5623202 ])"
10101,1152492,"array([-10.85816858,  -2.590283  ])"
10102,21844,"array([-10.82347058,  -2.53523532])"
10103,22842,"array([-10.85374343,  -2.53015198])"
10104,105532,"array([-10.81855558,  -2.51803314])"
10105,20895,"array([-10.81673746,  -2.51719353])"
10106,864074,"array([-10.81310171,  -2.56059972])"
10107,18638,"array([-10.80996143,  -2.52365514])"
10108,2814,"array([-10.81334464,  -2.52321337])"
10109,1127867,"array([-10.8760681 ,  -2.51952295])"
10110,79217,"array([-10.8501633 ,  -2.50271165])"
10111,203720,"array([-10.80291563,  -2.53007489])"
10112,203716,"array([-10.80159031,  -2.53081205])"
10113,712620,"array([-10.82713217,  -2.54586952])"
10114,1153794,"array([-10.84376143,  -2.56694335])"
10115,366661,"array([-10.81730695,  -2.54581472])"
10116,3436,"array([-10.80288815,  -2.54822387])"
10117,5555,"array([-10.80796821,  -2.55242876])"
10118,690581,"array([-10.83883744,  -2.51804064])"
10119,1134176,"array([-10.87941516,  -2.59439527])"
10120,708482,"array([-10.87900374,  -2.59308351])"
10121,751408,"array([-10.89299735,  -2.56348434])"
10122,408019,"array([-10.84155218,  -2.49440754])"
10123,172852,"array([-10.8483913,  -2.5807835])"
10124,1126863,"array([-10.87746236,  -2.54895172])"
10125,186797,"array([-10.79508059,  -2.5178515 ])"
10126,1116724,"array([-10.82210942,  -2.5309499 ])"
10127,23053,"array([-10.82386436,  -2.52795947])"
10128,123312,"array([-10.83385003,  -2.51448074])"
10129,1130899,"array([-10.85938218,  -2.52093106])"
10130,1130098,"array([-10.79935129,  -2.54693162])"
10131,479857,"array([-10.82785885,  -2.52921607])"
10132,8973,"array([-10.83509624,  -2.53919739])"
10133,1152438,"array([-10.86897782,  -2.52426432])"
10134,211129,"array([-10.82275327,  -2.56168278])"
10135,1113032,"array([-10.83940427,  -2.55573582])"
10136,231673,"array([-10.84411869,  -2.56401545])"
10137,31056,"array([-10.8690101 ,  -2.53296511])"
10138,1122045,"array([-10.83814269,  -2.55509073])"
10139,196311,"array([-10.83460479,  -2.5223802 ])"
10140,46501,"array([-10.86758955,  -2.52899282])"
10141,1154251,"array([-10.86466627,  -2.5533659 ])"
10142,664563,"array([-10.83423434,  -2.53816604])"
10143,1121606,"array([-10.88189621,  -2.54889635])"
10144,2695,"array([-10.88703324,  -2.55440369])"
10145,1123826,"array([-10.84848022,  -2.52760291])"
10146,32757,"array([-10.83797452,  -2.51397522])"
10147,162779,"array([-10.88338133,  -2.52652858])"
10148,1137799,"array([-10.8760269 ,  -2.51058476])"
10149,1111955,"array([-10.87359311,  -2.56933996])"
10150,10596,"array([-10.87724929,  -2.56310517])"
10151,1127866,"array([-10.87151847,  -2.56211532])"
10152,30889,"array([-10.86825396,  -2.54291251])"
10153,62027,"array([-10.82934199,  -2.57457744])"
10154,24505,"array([-10.83211783,  -2.56025677])"
10155,1132383,"array([-10.82643419,  -2.56155132])"
10156,605606,"array([-10.87284961,  -2.49602109])"
10157,705705,"array([-10.8044362 ,  -2.57327424])"
10158,386541,"array([-10.82886037,  -2.50950698])"
10159,386562,"array([-10.82869921,  -2.50859613])"
10160,44971,"array([-10.84837839,  -2.54358677])"
10161,617922,"array([-10.79339046,  -2.55061259])"
10162,149401,"array([-10.7914896 ,  -2.55927849])"
10163,6675,"array([-10.78891625,  -2.53366392])"
10164,372674,"array([-10.79768137,  -2.51888643])"
10165,1152558,"array([-10.84461411,  -2.54760974])"
10166,1153667,"array([-10.82441333,  -2.54021047])"
10167,414149,"array([-10.82573164,  -2.54300942])"
10168,1114682,"array([-10.83676444,  -2.53635569])"
10169,1107828,"array([-10.81853531,  -2.53995272])"
10170,48623,"array([-10.81705049,  -2.53690969])"
10171,186553,"array([-10.81991596,  -2.55754488])"
10172,34658,"array([-10.81048206,  -2.52435867])"
10173,76530,"array([-10.80430809,  -2.50824761])"
10174,1116845,"array([-10.80671488,  -2.54847686])"
10175,47571,"array([-10.86418601,  -2.50305034])"
10176,318201,"array([-10.82972913,  -2.55404964])"
10177,781768,"array([-10.83174647,  -2.54779686])"
10178,98334,"array([-10.81941516,  -2.49730598])"
10179,67538,"array([-10.84566491,  -2.54316429])"
10180,870822,"array([-10.80508538,  -2.5469458 ])"
10181,182981,"array([-10.873043 ,  -2.5600029])"
10182,41530,"array([-10.80039489,  -2.55521968])"
10183,6436,"array([-10.81654924,  -2.53442015])"
10184,501818,"array([-10.81719692,  -2.55986451])"
10185,441093,"array([-10.84379811,  -2.54576735])"
10186,1105141,"array([-10.78040707,  -2.53440804])"
10187,189577,"array([-10.88071078,  -2.53340485])"
10188,1103017,"array([-10.84355778,  -2.49377114])"
10189,17291,"array([-10.86825749,  -2.54927657])"
10190,86494,"array([-10.82169115,  -2.5460958 ])"
10191,1688,"array([-10.85341479,  -2.51664963])"
10192,77814,"array([-10.85899855,  -2.52293062])"
10193,271408,"array([-10.80107772,  -2.55400301])"
10194,8802,"array([-10.81607165,  -2.54115766])"
10195,699945,"array([-10.84036199,  -2.54785589])"
10196,702607,"array([-10.83732804,  -2.53779193])"
10197,76168,"array([-10.82266878,  -2.56488211])"
10198,246183,"array([-10.81763874,  -2.57276226])"
10199,45732,"array([-10.81821759,  -2.5632768 ])"
10200,1153136,"array([-10.79092527,  -2.52786105])"
10201,2034,"array([-10.79623863,  -2.53260873])"
10202,1107656,"array([-10.88432221,  -2.54197251])"
10203,1153210,"array([-10.87706734,  -2.54404348])"
10204,1137804,"array([-10.8664406 ,  -2.56734106])"
10205,797160,"array([-10.87166412,  -2.57550975])"
10206,660252,"array([-10.81430394,  -2.5605897 ])"
10207,336158,"array([-10.83001346,  -2.51000665])"
10208,280376,"array([-10.8282562 ,  -2.50601926])"
10209,1103610,"array([-10.87363904,  -2.54156691])"
10210,9072,"array([-10.85994672,  -2.53821762])"
10211,1153208,"array([-10.90843397,  -2.53189034])"
10212,448464,"array([-10.91097039,  -2.5300033 ])"
10213,1129495,"array([-10.87698176,  -2.52443379])"
10214,99030,"array([-10.90126662,  -2.56141918])"
10215,205192,"array([-10.89614355,  -2.55802394])"
10216,878641,"array([-10.82570739,  -2.56126022])"
10217,61479,"array([-10.83576699,  -2.50212298])"
10218,15616,"array([-10.81287341,  -2.55171505])"
10219,1154542,"array([-10.82338762,  -2.56681424])"
10220,9486,"array([-10.82921275,  -2.57029069])"
10221,579181,"array([-10.86123514,  -2.51900353])"
10222,550916,"array([-10.79756757,  -2.53602412])"
10223,1126164,"array([-10.8476085 ,  -2.56001392])"
10224,1102651,"array([-10.87754216,  -2.51342015])"
10225,1111502,"array([-10.86533945,  -2.53128342])"
10226,231478,"array([-10.80664101,  -2.54053293])"
10227,38846,"array([-10.87800767,  -2.50488176])"
10228,22386,"array([-10.87465971,  -2.50792491])"
10229,1111535,"array([-10.84441834,  -2.50418173])"
10230,564782,"array([-10.8173803 ,  -2.56210299])"
10231,1123093,"array([-10.88872714,  -2.52309473])"
10232,54102,"array([-10.82693224,  -2.51950221])"
